Genome	map00010	map00030	map00040	map00230	map00240	map00250	map00470	map00520	map00541	map00550	map00620	map00670	map00710	map00720	map00770	map00900	map00970	map01100	map01110	map01120	map01200	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00230	rn00240	rn00250	rn00470	rn00520	rn00541	rn00550	rn00620	rn00670	rn00710	rn00720	rn00770	rn00900	rn00970	rn01100	rn01110	rn01120	rn01200	rn01230	rn01232	rn01240	rn01250
GCF_029625215.1	5	4	1	12	8	5	6	6	7	6	4	5	6	4	2	6	5	113	54	29	12	18	9	34	11	5	4	1	12	8	5	6	6	7	6	4	5	6	4	2	6	5	113	54	29	12	18	9	34	11
GCF_029625295.1	4	6	7	12	7	7	6	13	9	6	8	7	7	6	3	3	5	155	77	45	18	41	8	44	16	4	6	7	12	7	7	6	13	9	6	8	7	7	6	3	3	5	155	77	45	18	41	8	44	16
GCF_029625335.1	4	4	2	10	7	6	6	10	7	6	7	7	6	6	3	3	5	143	74	41	16	40	7	41	14	4	4	2	10	7	6	6	10	7	6	7	7	6	6	3	3	5	143	74	41	16	40	7	41	14
GCF_029636725.1	4	5	2	14	7	6	7	6	5	6	7	6	7	7	3	8	4	146	67	36	21	35	8	40	9	4	5	2	14	7	6	7	6	5	6	7	6	7	7	3	8	4	146	67	36	21	35	8	40	9
GCF_029639525.1	3	5	3	16	8	9	6	11	6	6	11	8	6	9	3	8	4	184	92	54	23	43	10	46	13	3	5	3	16	8	9	6	11	6	6	11	8	6	9	3	8	4	184	92	54	23	43	10	46	13
GCF_029714545.1	5	7	2	14	7	10	7	10	12	6	12	9	10	9	6	9	4	243	103	75	38	49	8	60	18	5	7	2	14	7	10	7	10	12	6	12	9	10	9	6	9	4	243	103	75	38	49	8	60	18
GCF_029772985.1	3	5	10	14	5	6	8	18	10	6	5	4	6	3	4	10	6	188	96	45	19	42	4	48	18	3	5	10	14	5	6	8	18	10	6	5	4	6	3	4	10	6	188	96	45	19	42	4	48	18
GCF_029774155.1	3	7	5	14	5	5	6	11	8	4	7	4	6	4	3	7	5	162	84	41	22	42	7	43	15	3	7	5	14	5	5	6	11	8	4	7	4	6	4	3	7	5	162	84	41	22	42	7	43	15
GCF_029853675.1	3	5	1	10	6	6	7	4	5	4	8	6	7	5	3	3	5	116	61	33	16	31	6	33	8	3	5	1	10	6	6	7	4	5	4	8	6	7	5	3	3	5	116	61	33	16	31	6	33	8
GCF_029853775.1	3	4	2	15	7	7	5	8	3	6	6	4	3	4	3	6	4	141	74	34	19	37	9	39	8	3	4	2	15	7	7	5	8	3	6	6	4	3	4	3	6	4	141	74	34	19	37	9	39	8
GCF_029854215.1	4	7	5	16	6	7	5	7	7	5	14	9	7	6	3	7	4	221	90	63	32	44	8	55	11	4	7	5	16	6	7	5	7	7	5	14	9	7	6	3	7	4	221	90	63	32	44	8	55	11
GCF_029866465.1	4	4	4	16	4	6	7	10	12	6	9	6	6	6	4	9	4	210	90	65	31	45	6	47	17	4	4	4	16	4	6	7	10	12	6	9	6	6	6	4	9	4	210	90	65	31	45	6	47	17
GCF_029866485.1	5	3	1	9	7	6	6	8	6	6	7	7	7	6	3	3	4	121	71	34	15	38	6	36	11	5	3	1	9	7	6	6	8	6	6	7	7	7	6	3	3	4	121	71	34	15	38	6	36	11
GCF_029869925.1	4	5	7	15	6	9	6	10	8	5	10	6	6	5	3	8	5	179	87	52	23	42	6	44	13	4	5	7	15	6	9	6	10	8	5	10	6	6	5	3	8	5	179	87	52	23	42	6	44	13
GCF_029889745.1	4	4	2	13	6	6	6	12	3	6	2	4	5	2	3	7	5	81	39	16	10	17	5	19	11	4	4	2	13	6	6	6	12	3	6	2	4	5	2	3	7	5	81	39	16	10	17	5	19	11
GCF_029909795.1	4	7	3	15	9	11	6	8	8	5	9	14	7	10	3	8	4	219	84	68	36	45	9	51	13	4	7	3	15	9	11	6	8	8	5	9	14	7	10	3	8	4	219	84	68	36	45	9	51	13
GCF_029910535.1	3	5	1	11	5	6	4	10	9	4	4	3	6	2	3	7	5	93	53	16	10	20	5	16	16	3	5	1	11	5	6	4	10	9	4	4	3	6	2	3	7	5	93	53	16	10	20	5	16	16
GCF_029961225.1	4	7	5	13	6	6	6	8	7	5	3	4	6	3	3	8	5	108	57	19	13	28	5	27	12	4	7	5	13	6	6	6	8	7	5	3	4	6	3	3	8	5	108	57	19	13	28	5	27	12
GCF_029962465.1	6	5	9	13	8	6	7	13	12	6	9	7	6	6	4	8	5	223	96	59	30	40	9	56	19	6	5	9	13	8	6	7	13	12	6	9	7	6	6	4	8	5	223	96	59	30	40	9	56	19
GCF_029981845.1	3	3	1	4	3	1	5	5	2	4	5	3	7	4	3	5	3	67	26	17	11	8	5	29	6	3	3	1	4	3	1	5	5	2	4	5	3	7	4	3	5	3	67	26	17	11	8	5	29	6
GCF_029983095.1	3	6	2	13	9	7	5	13	3	5	5	4	5	3	3	8	5	126	57	30	13	35	5	26	10	3	6	2	13	9	7	5	13	3	5	5	4	5	3	3	8	5	126	57	30	13	35	5	26	10
GCF_030060435.1	5	9	6	14	6	7	6	13	7	5	14	7	10	6	4	8	6	225	105	66	32	45	6	64	16	5	9	6	14	6	7	6	13	7	5	14	7	10	6	4	8	6	225	105	66	32	45	6	64	16
GCF_030064165.1	4	5	2	15	7	6	7	7	7	5	11	7	6	7	4	8	4	185	80	50	30	43	7	50	11	4	5	2	15	7	6	7	7	7	5	11	7	6	7	4	8	4	185	80	50	30	43	7	50	11
GCF_030122845.1	4	6	8	12	8	6	6	14	6	8	2	5	5	2	3	8	5	157	83	33	11	38	5	43	16	4	6	8	12	8	6	6	14	6	8	2	5	5	2	3	8	5	157	83	33	11	38	5	43	16
GCF_030177755.1	4	8	7	13	8	7	5	9	3	6	8	8	6	6	2	6	4	159	72	54	23	38	7	40	9	4	8	7	13	8	7	5	9	3	6	8	8	6	6	2	6	4	159	72	54	23	38	7	40	9
GCF_030227225.2	3	5	2	15	8	7	6	8	5	5	3	5	3	3	3	8	4	138	74	30	17	41	11	38	9	3	5	2	15	8	7	6	8	5	5	3	5	3	3	3	8	4	138	74	30	17	41	11	38	9
GCF_030246965.1	4	4	4	13	6	6	6	6	4	6	4	6	4	5	3	6	4	108	57	21	13	34	7	24	7	4	4	4	13	6	6	6	6	4	6	4	6	4	5	3	6	4	108	57	21	13	34	7	24	7
GCF_030252185.1	2	5	4	15	7	8	6	10	5	5	7	7	5	5	3	8	4	162	89	41	23	43	10	42	11	2	5	4	15	7	8	6	10	5	5	7	7	5	5	3	8	4	162	89	41	23	43	10	42	11
GCF_030252245.1	4	7	3	14	7	5	6	13	10	5	11	4	7	4	4	7	5	188	91	50	28	42	7	51	18	4	7	3	14	7	5	6	13	10	5	11	4	7	4	4	7	5	188	91	50	28	42	7	51	18
GCF_030252345.1	4	9	7	18	6	9	10	12	5	10	10	6	6	6	3	8	6	210	95	54	20	45	9	56	14	4	9	7	18	6	9	10	12	5	10	10	6	6	6	3	8	6	210	95	54	20	45	9	56	14
GCF_030253495.1	3	7	4	12	7	8	6	7	2	4	4	5	4	3	3	10	4	130	70	29	15	39	5	27	7	3	7	4	12	7	8	6	7	2	4	4	5	4	3	3	10	4	130	70	29	15	39	5	27	7
GCF_030254645.1	4	6	3	13	7	8	6	8	8	5	6	8	5	8	5	8	4	184	81	58	26	39	7	44	13	4	6	3	13	7	8	6	8	8	5	6	8	5	8	5	8	4	184	81	58	26	39	7	44	13
GCF_030263935.1	3	7	8	13	9	7	7	13	5	9	7	6	5	4	3	8	5	175	87	47	16	41	6	39	15	3	7	8	13	9	7	7	13	5	9	7	6	5	4	3	8	5	175	87	47	16	41	6	39	15
GCF_030271835.1	5	6	4	13	6	7	8	12	7	5	11	6	7	6	4	8	5	198	94	54	28	42	7	55	15	5	6	4	13	6	7	8	12	7	5	11	6	7	6	4	8	5	198	94	54	28	42	7	55	15
GCF_030273445.1	4	4	2	9	7	6	6	11	10	6	3	5	5	3	3	7	4	147	73	30	12	37	5	39	17	4	4	2	9	7	6	6	11	10	6	3	5	5	3	3	7	4	147	73	30	12	37	5	39	17
GCF_030285945.1	4	6	3	11	3	6	9	8	5	7	9	4	10	3	5	8	5	168	89	40	23	38	5	47	10	4	6	3	11	3	6	9	8	5	7	9	4	10	3	5	8	5	168	89	40	23	38	5	47	10
GCF_030291635.1	4	7	2	17	7	14	8	7	9	5	11	11	5	7	5	8	5	251	106	85	38	54	8	57	13	4	7	2	17	7	14	8	7	9	5	11	11	5	7	5	8	5	251	106	85	38	54	8	57	13
GCF_030291735.1	7	8	7	13	7	9	9	13	10	7	14	9	9	6	4	8	5	247	115	67	30	47	8	58	18	7	8	7	13	7	9	9	13	10	7	14	9	9	6	4	8	5	247	115	67	30	47	8	58	18
GCF_030292135.1	3	7	2	10	2	5	7	4	7	3	10	5	11	3	4	8	5	152	74	42	28	27	5	37	9	3	7	2	10	2	5	7	4	7	3	10	5	11	3	4	8	5	152	74	42	28	27	5	37	9
GCF_030294405.1	5	6	8	12	6	7	6	11	3	6	10	5	10	3	4	7	5	159	71	41	21	31	5	44	8	5	6	8	12	6	7	6	11	3	6	10	5	10	3	4	7	5	159	71	41	21	31	5	44	8
GCF_030295685.1	4	5	2	19	8	11	6	8	5	5	11	7	5	6	5	7	4	194	92	60	24	46	9	53	10	4	5	2	19	8	11	6	8	5	5	11	7	5	6	5	7	4	194	92	60	24	46	9	53	10
GCF_030296055.1	2	3	2	16	6	7	5	7	8	5	4	7	3	4	3	8	4	117	68	25	11	33	10	31	12	2	3	2	16	6	7	5	7	8	5	4	7	3	4	3	8	4	117	68	25	11	33	10	31	12
GCF_030296575.1	4	6	5	17	6	7	6	11	6	6	7	7	5	6	3	11	6	169	86	55	26	38	8	33	13	4	6	5	17	6	7	6	11	6	6	7	7	5	6	3	11	6	169	86	55	26	38	8	33	13
GCF_030296615.1	4	6	8	13	7	7	9	15	8	7	5	11	5	8	4	7	3	168	82	40	21	44	7	40	17	4	6	8	13	7	7	9	15	8	7	5	11	5	8	4	7	3	168	82	40	21	44	7	40	17
GCF_030296655.1	4	6	3	16	6	8	6	13	6	3	7	7	4	6	3	6	4	174	85	53	27	41	8	40	15	4	6	3	16	6	8	6	13	6	3	7	7	4	6	3	6	4	174	85	53	27	41	8	40	15
GCF_030296695.1	5	5	6	16	9	9	7	12	6	7	9	6	7	7	4	7	4	177	90	51	27	46	9	41	13	5	5	6	16	9	9	7	12	6	7	9	6	7	7	4	7	4	177	90	51	27	46	9	41	13
GCF_030296775.1	4	3	5	12	7	10	6	12	4	7	5	5	8	3	3	8	5	123	57	30	12	28	8	21	13	4	3	5	12	7	10	6	12	4	7	5	5	8	3	3	8	5	123	57	30	12	28	8	21	13
GCF_030296935.1	8	5	4	10	6	8	6	11	14	5	9	6	8	5	3	5	5	140	70	32	17	37	7	28	19	8	5	4	10	6	8	6	11	14	5	9	6	8	5	3	5	5	140	70	32	17	37	7	28	19
GCF_030297015.1	4	7	8	13	7	8	6	11	7	4	7	7	6	6	3	8	4	161	84	39	21	35	6	50	13	4	7	8	13	7	8	6	11	7	4	7	7	6	6	3	8	4	161	84	39	21	35	6	50	13
GCF_030315915.2	5	6	2	14	6	6	9	9	6	6	11	7	7	7	4	8	5	193	92	53	28	43	8	51	12	5	6	2	14	6	6	9	9	6	6	11	7	7	7	4	8	5	193	92	53	28	43	8	51	12
GCF_030322905.1	4	5	2	13	7	8	4	9	9	5	7	7	6	6	4	7	5	164	81	45	25	38	7	37	14	4	5	2	13	7	8	4	9	9	5	7	7	6	6	4	7	5	164	81	45	25	38	7	37	14
GCF_030323025.1	4	4	1	13	5	7	6	8	6	4	4	7	6	4	3	8	5	138	76	26	13	33	7	39	12	4	4	1	13	5	7	6	8	6	4	4	7	6	4	3	8	5	138	76	26	13	33	7	39	12
GCF_030344915.1	4	3	2	16	6	6	5	7	8	5	7	7	6	5	3	8	4	155	77	44	21	43	8	35	12	4	3	2	16	6	6	5	7	8	5	7	7	6	5	3	8	4	155	77	44	21	43	8	35	12
GCF_030369675.1	6	9	4	16	10	12	6	7	4	5	11	10	7	10	3	8	4	199	90	64	30	43	9	45	9	6	9	4	16	10	12	6	7	4	5	11	10	7	10	3	8	4	199	90	64	30	43	9	45	9
GCF_030376725.1	5	6	2	12	7	6	6	9	2	6	4	2	6	3	3	9	5	123	64	30	17	21	5	41	9	5	6	2	12	7	6	6	9	2	6	4	2	6	3	3	9	5	123	64	30	17	21	5	41	9
GCF_030389495.1	3	4	2	14	6	6	4	8	2	5	3	3	6	2	3	7	5	65	27	11	10	7	5	19	7	3	4	2	14	6	6	4	8	2	5	3	3	6	2	3	7	5	65	27	11	10	7	5	19	7
GCF_030406165.1	6	6	9	15	7	7	7	12	8	7	12	8	8	5	4	8	5	243	99	68	32	41	8	60	16	6	6	9	15	7	7	7	12	8	7	12	8	8	5	4	8	5	243	99	68	32	41	8	60	16
GCF_030406665.1	3	7	5	15	7	8	6	6	4	5	8	9	7	5	3	7	4	194	75	56	27	40	6	50	8	3	7	5	15	7	8	6	6	4	5	8	9	7	5	3	7	4	194	75	56	27	40	6	50	8
GCF_030406725.1	4	3	2	13	7	6	6	6	3	5	7	7	6	6	2	7	4	132	62	34	19	32	8	35	7	4	3	2	13	7	6	6	6	3	5	7	7	6	6	2	7	4	132	62	34	19	32	8	35	7
GCF_030407165.1	3	7	4	15	9	8	5	7	8	5	8	6	5	7	3	9	4	169	75	49	22	36	9	37	12	3	7	4	15	9	8	5	7	8	5	8	6	5	7	3	9	4	169	75	49	22	36	9	37	12
GCF_030408375.1	3	3	2	15	7	7	6	9	4	5	3	6	3	4	3	7	4	126	65	27	12	34	10	38	9	3	3	2	15	7	7	6	9	4	5	3	6	3	4	3	7	4	126	65	27	12	34	10	38	9
GCF_030408415.1	3	3	2	15	7	7	6	10	4	5	4	7	3	5	3	8	4	137	78	35	19	42	10	39	11	3	3	2	15	7	7	6	10	4	5	4	7	3	5	3	8	4	137	78	35	19	42	10	39	11
GCF_030408575.1	3	3	2	15	7	7	6	11	4	5	4	7	3	4	3	7	4	146	80	36	20	42	10	42	11	3	3	2	15	7	7	6	11	4	5	4	7	3	4	3	7	4	146	80	36	20	42	10	42	11
GCF_030408595.1	2	5	2	12	7	7	6	11	6	5	6	8	5	6	3	8	4	152	82	37	23	44	7	40	13	2	5	2	12	7	7	6	11	6	5	6	8	5	6	3	8	4	152	82	37	23	44	7	40	13
GCF_030408675.1	2	5	2	13	7	7	6	11	6	5	5	9	5	5	3	8	4	149	80	31	16	41	8	40	13	2	5	2	13	7	7	6	11	6	5	5	9	5	5	3	8	4	149	80	31	16	41	8	40	13
GCF_030408715.1	4	4	2	15	7	8	6	10	5	5	4	7	3	5	3	8	4	146	79	37	22	43	10	36	12	4	4	2	15	7	8	6	10	5	5	4	7	3	5	3	8	4	146	79	37	22	43	10	36	12
GCF_030408735.1	2	5	4	13	7	8	6	10	7	5	8	8	5	6	3	8	4	166	92	42	24	48	8	41	12	2	5	4	13	7	8	6	10	7	5	8	8	5	6	3	8	4	166	92	42	24	48	8	41	12
GCF_030408795.1	3	5	2	13	7	8	6	10	5	5	8	7	6	6	3	7	4	160	87	39	25	46	8	45	11	3	5	2	13	7	8	6	10	5	5	8	7	6	6	3	7	4	160	87	39	25	46	8	45	11
GCF_030408815.1	2	5	2	15	7	7	6	11	6	5	6	8	5	6	3	8	4	147	79	32	18	42	10	40	13	2	5	2	15	7	7	6	11	6	5	6	8	5	6	3	8	4	147	79	32	18	42	10	40	13
GCF_030408855.1	3	3	2	15	8	7	6	9	4	5	3	6	3	4	3	8	4	141	76	37	17	42	11	37	9	3	3	2	15	8	7	6	9	4	5	3	6	3	4	3	8	4	141	76	37	17	42	11	37	9
GCF_030408875.1	3	3	4	15	7	7	6	9	5	5	4	6	4	5	3	8	4	143	72	39	20	42	10	35	10	3	3	4	15	7	7	6	9	5	5	4	6	4	5	3	8	4	143	72	39	20	42	10	35	10
GCF_030413595.1	5	6	6	13	6	6	6	14	5	7	8	5	8	6	4	8	5	165	86	39	23	37	5	47	11	5	6	6	13	6	6	6	14	5	7	8	5	8	6	4	8	5	165	86	39	23	37	5	47	11
GCF_030419005.1	4	7	6	17	7	7	6	9	7	5	11	7	8	8	4	9	4	213	92	65	31	42	9	52	13	4	7	6	17	7	7	6	9	7	5	11	7	8	8	4	9	4	213	92	65	31	42	9	52	13
GCF_030440535.1	3	3	2	15	7	7	6	8	4	5	4	6	3	4	3	8	4	134	78	34	19	42	10	34	9	3	3	2	15	7	7	6	8	4	5	4	6	3	4	3	8	4	134	78	34	19	42	10	34	9
GCF_030440555.1	3	5	2	14	7	7	5	8	5	5	5	4	5	3	3	8	4	113	69	25	15	33	9	32	9	3	5	2	14	7	7	5	8	5	5	5	4	5	3	3	8	4	113	69	25	15	33	9	32	9
GCF_030440575.1	2	5	2	15	9	7	5	11	6	5	3	9	2	5	3	8	4	149	78	27	15	39	12	41	13	2	5	2	15	9	7	5	11	6	5	3	9	2	5	3	8	4	149	78	27	15	39	12	41	13
GCF_030440595.1	3	6	5	14	7	7	6	11	5	5	3	6	3	5	3	8	4	149	74	30	15	41	10	44	12	3	6	5	14	7	7	6	11	5	5	3	6	3	5	3	8	4	149	74	30	15	41	10	44	12
GCF_030444335.1	4	3	1	9	7	5	6	6	10	6	4	7	5	5	3	3	5	118	62	29	13	30	6	31	13	4	3	1	9	7	5	6	6	10	6	4	7	5	5	3	3	5	118	62	29	13	30	6	31	13
GCF_030486685.2	3	5	2	12	8	7	6	11	5	5	5	8	4	5	3	4	4	139	75	35	20	41	8	37	12	3	5	2	12	8	7	6	11	5	5	5	8	4	5	3	4	4	139	75	35	20	41	8	37	12
GCF_030490285.1	4	5	2	13	6	6	6	10	12	5	9	5	7	4	3	8	4	161	80	41	21	39	6	47	18	4	5	2	13	6	6	6	10	12	5	9	5	7	4	3	8	4	161	80	41	21	39	6	47	18
GCF_030503675.1	5	4	2	9	7	6	5	8	8	4	9	7	9	7	3	3	5	136	75	37	18	40	6	36	13	5	4	2	9	7	6	5	8	8	4	9	7	9	7	3	3	5	136	75	37	18	40	6	36	13
GCF_030503875.2	3	4	1	10	6	5	7	4	5	3	7	5	5	5	3	7	5	117	61	29	14	27	7	32	8	3	4	1	10	6	5	7	4	5	3	7	5	5	5	3	7	5	117	61	29	14	27	7	32	8
GCF_030505375.1	4	8	2	19	7	15	8	7	7	5	10	8	5	7	5	7	4	234	103	79	34	53	8	59	11	4	8	2	19	7	15	8	7	7	5	10	8	5	7	5	7	4	234	103	79	34	53	8	59	11
GCF_030505655.1	7	8	11	15	7	7	8	12	9	7	12	8	10	5	4	9	5	276	111	85	39	48	8	59	16	7	8	11	15	7	7	8	12	9	7	12	8	10	5	4	9	5	276	111	85	39	48	8	59	16
GCF_030506285.1	2	6	10	11	6	6	7	10	9	3	8	5	6	5	3	7	5	150	70	40	15	35	6	33	16	2	6	10	11	6	6	7	10	9	3	8	5	6	5	3	7	5	150	70	40	15	35	6	33	16
GCF_030520105.1	2	5	3	14	5	6	4	11	6	4	5	2	5	3	3	8	4	108	64	21	9	27	5	28	14	2	5	3	14	5	6	4	11	6	4	5	2	5	3	3	8	4	108	64	21	9	27	5	28	14
GCF_030549525.1	4	4	3	13	7	7	5	7	8	6	10	8	6	7	4	7	5	164	75	39	24	34	9	40	12	4	4	3	13	7	7	5	7	8	6	10	8	6	7	4	7	5	164	75	39	24	34	9	40	12
GCF_030553095.1	7	4	9	9	8	6	6	8	7	6	11	7	8	7	3	3	5	156	76	46	21	39	7	40	13	7	4	9	9	8	6	6	8	7	6	11	7	8	7	3	3	5	156	76	46	21	39	7	40	13
GCF_030580635.1	4	7	5	13	7	6	7	13	4	5	12	6	8	5	4	7	6	194	92	51	27	43	6	52	14	4	7	5	13	7	6	7	13	4	5	12	6	8	5	4	7	6	194	92	51	27	43	6	52	14
GCF_030585465.1	7	6	14	9	8	6	7	21	14	9	11	6	12	3	3	6	5	170	81	38	22	37	6	41	24	7	6	14	9	8	6	7	21	14	9	11	6	12	3	3	6	5	170	81	38	22	37	6	41	24
GCF_030643905.1	4	4	1	9	8	5	6	9	6	6	5	6	7	6	3	3	5	118	62	31	15	29	7	36	13	4	4	1	9	8	5	6	9	6	6	5	6	7	6	3	3	5	118	62	31	15	29	7	36	13
GCF_030644205.1	3	3	1	9	8	6	4	4	0	6	2	3	5	3	3	6	5	71	32	12	9	15	5	20	4	3	3	1	9	8	6	4	4	0	6	2	3	5	3	3	6	5	71	32	12	9	15	5	20	4
GCF_030644225.1	4	5	2	11	7	5	4	13	12	4	5	4	7	3	3	7	4	135	71	27	14	33	7	32	19	4	5	2	11	7	5	4	13	12	4	5	4	7	3	3	7	4	135	71	27	14	33	7	32	19
GCF_030733865.1	8	10	8	17	10	13	7	9	8	5	10	14	12	9	3	7	4	240	97	74	41	55	9	46	13	8	10	8	17	10	13	7	9	8	5	10	14	12	9	3	7	4	240	97	74	41	55	9	46	13
GCF_030758975.1	5	8	6	16	9	7	8	8	8	7	9	10	9	7	2	7	4	193	80	53	30	39	10	42	13	5	8	6	16	9	7	8	8	8	7	9	10	9	7	2	7	4	193	80	53	30	39	10	42	13
GCF_030759015.1	4	4	1	11	7	6	6	6	5	3	6	4	6	4	3	6	5	108	50	22	13	26	9	29	9	4	4	1	11	7	6	6	6	5	3	6	4	6	4	3	6	5	108	50	22	13	26	9	29	9
GCF_030762805.1	4	5	1	9	6	4	5	7	1	5	5	3	5	3	3	8	4	146	80	34	19	41	2	45	6	4	5	1	9	6	4	5	7	1	5	5	3	5	3	3	8	4	146	80	34	19	41	2	45	6
GCF_030770295.1	5	7	9	13	9	7	6	11	6	5	9	4	9	4	3	7	5	127	58	31	17	30	6	25	13	5	7	9	13	9	7	6	11	6	5	9	4	9	4	3	7	5	127	58	31	17	30	6	25	13
GCF_030845175.1	5	6	2	16	7	10	6	7	6	5	9	9	8	11	3	7	4	196	79	56	28	41	8	48	10	5	6	2	16	7	10	6	7	6	5	9	9	8	11	3	7	4	196	79	56	28	41	8	48	10
GCF_030845195.1	4	3	1	12	7	5	5	6	8	6	3	6	6	4	3	6	5	118	58	27	11	20	8	36	12	4	3	1	12	7	5	5	6	8	6	3	6	6	4	3	6	5	118	58	27	11	20	8	36	12
GCF_030849025.1	5	5	2	18	10	10	6	8	8	5	13	11	8	7	3	7	6	212	94	60	32	49	11	51	12	5	5	2	18	10	10	6	8	8	5	13	11	8	7	3	7	6	212	94	60	32	49	11	51	12
GCF_030863885.1	5	7	5	15	9	9	6	11	8	5	8	9	9	8	3	8	4	200	79	61	34	41	9	45	15	5	7	5	15	9	9	6	11	8	5	8	9	9	8	3	8	4	200	79	61	34	41	9	45	15
GCF_030864005.1	4	4	4	14	5	6	7	8	10	6	10	8	6	9	4	8	5	223	95	74	35	48	7	47	15	4	4	4	14	5	6	7	8	10	6	10	8	6	9	4	8	5	223	95	74	35	48	7	47	15
GCF_030864025.1	4	8	6	8	6	8	6	9	5	5	6	3	11	3	3	8	5	136	76	34	17	43	4	29	11	4	8	6	8	6	8	6	9	5	5	6	3	11	3	3	8	5	136	76	34	17	43	4	29	11
GCF_030866805.1	3	5	7	15	7	7	7	11	6	6	6	9	4	7	3	11	4	168	85	47	25	40	9	37	13	3	5	7	15	7	7	7	11	6	6	6	9	4	7	3	11	4	168	85	47	25	40	9	37	13
GCF_030908325.1	2	6	10	13	6	6	7	12	4	6	6	6	5	3	4	8	6	181	89	45	16	42	5	52	11	2	6	10	13	6	6	7	12	4	6	6	6	5	3	4	8	6	181	89	45	16	42	5	52	11
GCF_031191545.1	4	4	4	14	6	8	7	11	5	5	3	6	4	4	3	7	4	124	64	34	16	33	8	27	11	4	4	4	14	6	8	7	11	5	5	3	6	4	4	3	7	4	124	64	34	16	33	8	27	11
GCF_031199375.1	4	5	2	14	6	8	4	8	8	5	8	6	6	6	3	7	5	162	74	39	21	33	9	46	13	4	5	2	14	6	8	4	8	8	5	8	6	6	6	3	7	5	162	74	39	21	33	9	46	13
GCF_031297465.1	5	7	3	12	8	6	6	8	3	6	7	4	8	3	3	8	5	136	68	32	18	29	7	39	7	5	7	3	12	8	6	6	8	3	6	7	4	8	3	3	8	5	136	68	32	18	29	7	39	7
GCF_031348265.1	5	5	5	17	7	10	6	16	8	6	12	11	9	11	4	11	4	231	97	66	27	42	9	57	19	5	5	5	17	7	10	6	16	8	6	12	11	9	11	4	11	4	231	97	66	27	42	9	57	19
GCF_031432975.1	6	6	8	14	8	7	8	11	9	7	11	7	7	6	4	7	5	253	105	79	35	44	9	58	16	6	6	8	14	8	7	8	11	9	7	11	7	7	6	4	7	5	253	105	79	35	44	9	58	16
GCF_031583595.1	5	6	4	13	7	5	5	11	9	5	8	9	7	5	3	7	5	185	78	50	24	40	5	46	16	5	6	4	13	7	5	5	11	9	5	8	9	7	5	3	7	5	185	78	50	24	40	5	46	16
GCF_031599675.1	4	7	8	13	10	7	8	18	10	9	4	6	5	3	3	8	6	184	91	41	13	43	7	44	22	4	7	8	13	10	7	8	18	10	9	4	6	5	3	3	8	6	184	91	41	13	43	7	44	22
GCF_031679605.1	5	6	5	16	8	9	6	12	3	7	13	8	9	12	4	11	4	232	94	71	31	42	9	50	13	5	6	5	16	8	9	6	12	3	7	13	8	9	12	4	11	4	232	94	71	31	42	9	50	13
GCF_031760945.1	4	8	7	12	7	7	6	9	6	6	9	5	10	4	4	7	5	186	96	53	26	42	5	50	11	4	8	7	12	7	7	6	9	6	6	9	5	10	4	4	7	5	186	96	53	26	42	5	50	11
GCF_031843265.2	5	10	4	13	6	6	6	8	2	5	5	2	10	3	4	13	5	139	83	34	21	45	5	38	7	5	10	4	13	6	6	6	8	2	5	5	2	10	3	4	13	5	139	83	34	21	45	5	38	7
GCF_032098525.1	2	4	2	10	6	5	6	5	7	5	6	5	6	5	3	4	5	106	52	29	12	19	7	33	11	2	4	2	10	6	5	6	5	7	5	6	5	6	5	3	4	5	106	52	29	12	19	7	33	11
GCF_032108445.1	4	7	5	16	7	10	9	13	4	8	8	7	7	7	5	8	5	196	80	52	22	38	10	56	14	4	7	5	16	7	10	9	13	4	8	8	7	7	7	5	8	5	196	80	52	22	38	10	56	14
GCF_032164335.1	5	6	7	15	7	7	6	11	7	6	11	9	8	6	4	8	5	216	98	57	21	46	8	49	15	5	6	7	15	7	7	6	11	7	6	11	9	8	6	4	8	5	216	98	57	21	46	8	49	15
GCF_032191775.1	4	5	3	14	7	8	6	9	9	5	7	8	5	7	3	8	4	177	81	53	25	40	7	39	15	4	5	3	14	7	8	6	9	9	5	7	8	5	7	3	8	4	177	81	53	25	40	7	39	15
GCF_032268605.1	2	8	11	13	7	8	6	19	13	9	6	5	6	4	3	8	6	166	91	40	13	40	6	43	25	2	8	11	13	7	8	6	19	13	9	6	5	6	4	3	8	6	166	91	40	13	40	6	43	25
GCF_032697525.1	4	5	5	13	6	8	5	8	10	6	10	11	6	7	4	7	5	177	75	50	26	34	7	39	14	4	5	5	13	6	8	5	8	10	6	10	11	6	7	4	7	5	177	75	50	26	34	7	39	14
GCF_032806925.1	4	9	8	17	6	8	7	10	14	7	15	9	9	9	6	8	4	265	102	90	47	46	7	55	20	4	9	8	17	6	8	7	10	14	7	15	9	9	9	6	8	4	265	102	90	47	46	7	55	20
GCF_032814565.1	5	5	4	9	7	6	6	10	6	6	8	7	8	6	3	4	5	143	74	36	17	40	6	41	13	5	5	4	9	7	6	6	10	6	6	8	7	8	6	3	4	5	143	74	36	17	40	6	41	13
GCF_032850805.1	2	3	2	12	5	6	5	8	11	5	3	7	3	3	3	7	4	111	66	24	9	33	5	27	15	2	3	2	12	5	6	5	8	11	5	3	7	3	3	3	7	4	111	66	24	9	33	5	27	15
