Genome	map00010	map00030	map00040	map00051	map00220	map00230	map00240	map00250	map00260	map00270	map00300	map00400	map00470	map00520	map00541	map00550	map00562	map00564	map00620	map00630	map00670	map00710	map00720	map00730	map00740	map00760	map00770	map00860	map00900	map00910	map00970	map01100	map01110	map01120	map01200	map01210	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00051	rn00220	rn00230	rn00240	rn00250	rn00260	rn00270	rn00300	rn00400	rn00470	rn00520	rn00541	rn00550	rn00562	rn00564	rn00620	rn00630	rn00670	rn00710	rn00720	rn00730	rn00740	rn00760	rn00770	rn00860	rn00900	rn00910	rn00970	rn01100	rn01110	rn01120	rn01200	rn01210	rn01230	rn01232	rn01240	rn01250
GCF_030505655.1	7	8	11	6	5	15	7	7	15	15	7	17	8	12	9	7	3	3	12	16	8	10	5	6	6	5	4	16	9	7	5	276	111	85	39	6	48	8	59	16	7	8	11	6	5	15	7	7	15	15	7	17	8	12	9	7	3	3	12	16	8	10	5	6	6	5	4	16	9	7	5	276	111	85	39	6	48	8	59	16
GCF_030506285.1	2	6	10	3	4	11	6	6	7	7	5	9	7	10	9	3	2	2	8	4	5	6	5	2	7	2	3	9	7	7	5	150	70	40	15	5	35	6	33	16	2	6	10	3	4	11	6	6	7	7	5	9	7	10	9	3	2	2	8	4	5	6	5	2	7	2	3	9	7	7	5	150	70	40	15	5	35	6	33	16
GCF_030520105.1	2	5	3	1	2	14	5	6	8	6	4	10	4	11	6	4	1	0	5	1	2	5	3	5	5	1	3	7	8	1	4	108	64	21	9	4	27	5	28	14	2	5	3	1	2	14	5	6	8	6	4	10	4	11	6	4	1	0	5	1	2	5	3	5	5	1	3	7	8	1	4	108	64	21	9	4	27	5	28	14
GCF_030549525.1	4	4	3	1	3	13	7	7	8	12	5	10	5	7	8	6	1	2	10	8	8	6	7	5	4	4	4	8	7	2	5	164	75	39	24	4	34	9	40	12	4	4	3	1	3	13	7	7	8	12	5	10	5	7	8	6	1	2	10	8	8	6	7	5	4	4	4	8	7	2	5	164	75	39	24	4	34	9	40	12
GCF_030553095.1	7	4	9	3	2	9	8	6	9	9	6	11	6	8	7	6	2	1	11	7	7	8	7	5	6	1	3	11	3	7	5	156	76	46	21	6	39	7	40	13	7	4	9	3	2	9	8	6	9	9	6	11	6	8	7	6	2	1	11	7	7	8	7	5	6	1	3	11	3	7	5	156	76	46	21	6	39	7	40	13
GCF_030580635.1	4	7	5	1	2	13	7	6	12	9	8	13	7	13	4	5	1	3	12	8	6	8	5	3	8	3	4	11	7	1	6	194	92	51	27	7	43	6	52	14	4	7	5	1	2	13	7	6	12	9	8	13	7	13	4	5	1	3	12	8	6	8	5	3	8	3	4	11	7	1	6	194	92	51	27	7	43	6	52	14
GCF_030585465.1	7	6	14	2	0	9	8	6	10	11	7	11	7	21	14	9	3	1	11	5	6	12	3	5	7	3	3	7	6	1	5	170	81	38	22	5	37	6	41	24	7	6	14	2	0	9	8	6	10	11	7	11	7	21	14	9	3	1	11	5	6	12	3	5	7	3	3	7	6	1	5	170	81	38	22	5	37	6	41	24
GCF_030643905.1	4	4	1	2	1	9	8	5	7	7	5	9	6	9	6	6	1	2	5	2	6	7	6	2	5	1	3	10	3	2	5	118	62	31	15	3	29	7	36	13	4	4	1	2	1	9	8	5	7	7	5	9	6	9	6	6	1	2	5	2	6	7	6	2	5	1	3	10	3	2	5	118	62	31	15	3	29	7	36	13
GCF_030644205.1	3	3	1	1	0	9	8	6	3	6	3	4	4	4	0	6	1	1	2	0	3	5	3	3	5	2	3	0	6	1	5	71	32	12	9	2	15	5	20	4	3	3	1	1	0	9	8	6	3	6	3	4	4	4	0	6	1	1	2	0	3	5	3	3	5	2	3	0	6	1	5	71	32	12	9	2	15	5	20	4
GCF_030644225.1	4	5	2	2	1	11	7	5	6	10	4	12	4	13	12	4	1	0	5	3	4	7	3	4	5	1	3	12	7	0	4	135	71	27	14	4	33	7	32	19	4	5	2	2	1	11	7	5	6	10	4	12	4	13	12	4	1	0	5	3	4	7	3	4	5	1	3	12	7	0	4	135	71	27	14	4	33	7	32	19
GCF_030733865.1	8	10	8	6	9	17	10	13	17	9	6	13	7	9	8	5	6	2	10	21	14	12	9	3	7	4	3	17	7	8	4	240	97	74	41	6	55	9	46	13	8	10	8	6	9	17	10	13	17	9	6	13	7	9	8	5	6	2	10	21	14	12	9	3	7	4	3	17	7	8	4	240	97	74	41	6	55	9	46	13
GCF_030758975.1	5	8	6	1	3	16	9	7	10	7	6	12	8	8	8	7	3	1	9	12	10	9	7	5	7	2	2	16	7	2	4	193	80	53	30	4	39	10	42	13	5	8	6	1	3	16	9	7	10	7	6	12	8	8	8	7	3	1	9	12	10	9	7	5	7	2	2	16	7	2	4	193	80	53	30	4	39	10	42	13
GCF_030759015.1	4	4	1	1	1	11	7	6	5	7	6	4	6	6	5	3	1	1	6	5	4	6	4	4	5	4	3	4	6	2	5	108	50	22	13	4	26	9	29	9	4	4	1	1	1	11	7	6	5	7	6	4	6	6	5	3	1	1	6	5	4	6	4	4	5	4	3	4	6	2	5	108	50	22	13	4	26	9	29	9
GCF_030762805.1	4	5	1	1	3	9	6	4	9	13	5	12	5	7	1	5	1	3	5	7	3	5	3	7	6	4	3	12	8	3	4	146	80	34	19	7	41	2	45	6	4	5	1	1	3	9	6	4	9	13	5	12	5	7	1	5	1	3	5	7	3	5	3	7	6	4	3	12	8	3	4	146	80	34	19	7	41	2	45	6
GCF_030770295.1	5	7	9	2	2	13	9	7	7	7	6	6	6	11	6	5	3	1	9	4	4	9	4	5	2	4	3	2	7	2	5	127	58	31	17	3	30	6	25	13	5	7	9	2	2	13	9	7	7	7	6	6	6	11	6	5	3	1	9	4	4	9	4	5	2	4	3	2	7	2	5	127	58	31	17	3	30	6	25	13
GCF_030845175.1	5	6	2	1	6	16	7	10	18	7	6	12	6	7	6	5	1	1	9	14	9	8	11	5	7	2	3	17	7	6	4	196	79	56	28	4	41	8	48	10	5	6	2	1	6	16	7	10	18	7	6	12	6	7	6	5	1	1	9	14	9	8	11	5	7	2	3	17	7	6	4	196	79	56	28	4	41	8	48	10
GCF_030845195.1	4	3	1	3	1	12	7	5	4	4	3	6	5	6	8	6	1	2	3	2	6	6	4	2	6	1	3	10	6	1	5	118	58	27	11	2	20	8	36	12	4	3	1	3	1	12	7	5	4	4	3	6	5	6	8	6	1	2	3	2	6	6	4	2	6	1	3	10	6	1	5	118	58	27	11	2	20	8	36	12
GCF_030849025.1	5	5	2	2	6	18	10	10	16	9	7	15	6	8	8	5	1	3	13	16	11	8	7	7	6	3	3	13	7	5	6	212	94	60	32	7	49	11	51	12	5	5	2	2	6	18	10	10	16	9	7	15	6	8	8	5	1	3	13	16	11	8	7	7	6	3	3	13	7	5	6	212	94	60	32	7	49	11	51	12
GCF_030863885.1	5	7	5	2	5	15	9	9	11	6	6	11	6	11	8	5	3	1	8	16	9	9	8	4	9	4	3	16	8	9	4	200	79	61	34	5	41	9	45	15	5	7	5	2	5	15	9	9	11	6	6	11	6	11	8	5	3	1	8	16	9	9	8	4	9	4	3	16	8	9	4	200	79	61	34	5	41	9	45	15
GCF_030864005.1	4	4	4	2	6	14	5	6	9	17	9	12	7	8	10	6	1	2	10	16	8	6	9	7	6	3	4	11	8	7	5	223	95	74	35	6	48	7	47	15	4	4	4	2	6	14	5	6	9	17	9	12	7	8	10	6	1	2	10	16	8	6	9	7	6	3	4	11	8	7	5	223	95	74	35	6	48	7	47	15
GCF_030864025.1	4	8	6	2	4	8	6	8	5	7	5	13	6	9	5	5	3	3	6	4	3	11	3	5	5	2	3	7	8	3	5	136	76	34	17	5	43	4	29	11	4	8	6	2	4	8	6	8	5	7	5	13	6	9	5	5	3	3	6	4	3	11	3	5	5	2	3	7	8	3	5	136	76	34	17	5	43	4	29	11
GCF_030866805.1	3	5	7	4	3	15	7	7	9	8	7	12	7	11	6	6	1	1	6	8	9	4	7	2	5	4	3	6	11	2	4	168	85	47	25	5	40	9	37	13	3	5	7	4	3	15	7	7	9	8	7	12	7	11	6	6	1	1	6	8	9	4	7	2	5	4	3	6	11	2	4	168	85	47	25	5	40	9	37	13
GCF_030908325.1	2	6	10	3	3	13	6	6	10	16	7	11	7	12	4	6	2	3	6	5	6	5	3	8	6	5	4	11	8	7	6	181	89	45	16	7	42	5	52	11	2	6	10	3	3	13	6	6	10	16	7	11	7	12	4	6	2	3	6	5	6	5	3	8	6	5	4	11	8	7	6	181	89	45	16	7	42	5	52	11
GCF_031191545.1	4	4	4	3	3	14	6	8	7	9	6	13	7	11	5	5	3	1	3	5	6	4	4	2	2	3	3	6	7	3	4	124	64	34	16	3	33	8	27	11	4	4	4	3	3	14	6	8	7	9	6	13	7	11	5	5	3	1	3	5	6	4	4	2	2	3	3	6	7	3	4	124	64	34	16	3	33	8	27	11
GCF_031199375.1	4	5	2	2	2	14	6	8	7	9	5	11	4	8	8	5	1	2	8	4	6	6	6	4	5	3	3	13	7	1	5	162	74	39	21	3	33	9	46	13	4	5	2	2	2	14	6	8	7	9	5	11	4	8	8	5	1	2	8	4	6	6	6	4	5	3	3	13	7	1	5	162	74	39	21	3	33	9	46	13
GCF_031297465.1	5	7	3	1	1	12	8	6	9	7	4	10	6	8	3	6	1	2	7	4	4	8	3	6	5	3	3	10	8	5	5	136	68	32	18	3	29	7	39	7	5	7	3	1	1	12	8	6	9	7	4	10	6	8	3	6	1	2	7	4	4	8	3	6	5	3	3	10	8	5	5	136	68	32	18	3	29	7	39	7
GCF_031348265.1	5	5	5	3	7	17	7	10	18	10	7	14	6	16	8	6	3	1	12	16	11	9	11	5	10	4	4	18	11	8	4	231	97	66	27	6	42	9	57	19	5	5	5	3	7	17	7	10	18	10	7	14	6	16	8	6	3	1	12	16	11	9	11	5	10	4	4	18	11	8	4	231	97	66	27	6	42	9	57	19
GCF_031432975.1	6	6	8	4	5	14	8	7	13	10	7	14	8	11	9	7	3	3	11	18	7	7	6	6	6	4	4	20	7	7	5	253	105	79	35	6	44	9	58	16	6	6	8	4	5	14	8	7	13	10	7	14	8	11	9	7	3	3	11	18	7	7	6	6	6	4	4	20	7	7	5	253	105	79	35	6	44	9	58	16
GCF_031583595.1	5	6	4	3	1	13	7	5	13	9	8	13	5	11	9	5	1	4	8	6	9	7	5	3	9	2	3	9	7	6	5	185	78	50	24	5	40	5	46	16	5	6	4	3	1	13	7	5	13	9	8	13	5	11	9	5	1	4	8	6	9	7	5	3	9	2	3	9	7	6	5	185	78	50	24	5	40	5	46	16
GCF_031599675.1	4	7	8	2	4	13	10	7	7	11	6	13	8	18	10	9	3	2	4	4	6	5	3	5	8	4	3	15	8	10	6	184	91	41	13	7	43	7	44	22	4	7	8	2	4	13	10	7	7	11	6	13	8	18	10	9	3	2	4	4	6	5	3	5	8	4	3	15	8	10	6	184	91	41	13	7	43	7	44	22
GCF_031679605.1	5	6	5	3	5	16	8	9	15	9	7	14	6	12	3	7	4	1	13	13	8	9	12	6	10	4	4	16	11	7	4	232	94	71	31	5	42	9	50	13	5	6	5	3	5	16	8	9	15	9	7	14	6	12	3	7	4	1	13	13	8	9	12	6	10	4	4	16	11	7	4	232	94	71	31	5	42	9	50	13
GCF_031760945.1	4	8	7	2	6	12	7	7	9	15	6	11	6	9	6	6	4	2	9	8	5	10	4	7	5	5	4	15	7	2	5	186	96	53	26	6	42	5	50	11	4	8	7	2	6	12	7	7	9	15	6	11	6	9	6	6	4	2	9	8	5	10	4	7	5	5	4	15	7	2	5	186	96	53	26	6	42	5	50	11
GCF_031843265.2	5	10	4	1	2	13	6	6	9	11	7	12	6	8	2	5	1	2	5	4	2	10	3	5	1	5	4	13	13	1	5	139	83	34	21	6	45	5	38	7	5	10	4	1	2	13	6	6	9	11	7	12	6	8	2	5	1	2	5	4	2	10	3	5	1	5	4	13	13	1	5	139	83	34	21	6	45	5	38	7
GCF_032098525.1	2	4	2	2	1	10	6	5	5	6	5	6	6	5	7	5	1	2	6	2	5	6	5	2	5	1	3	9	4	2	5	106	52	29	12	3	19	7	33	11	2	4	2	2	1	10	6	5	5	6	5	6	6	5	7	5	1	2	6	2	5	6	5	2	5	1	3	9	4	2	5	106	52	29	12	3	19	7	33	11
GCF_032108445.1	4	7	5	3	5	16	7	10	8	8	7	11	9	13	4	8	2	2	8	9	7	7	7	5	12	5	5	14	8	8	5	196	80	52	22	5	38	10	56	14	4	7	5	3	5	16	7	10	8	8	7	11	9	13	4	8	2	2	8	9	7	7	7	5	12	5	5	14	8	8	5	196	80	52	22	5	38	10	56	14
GCF_032164335.1	5	6	7	3	5	15	7	7	11	13	7	15	6	11	7	6	2	3	11	8	9	8	6	6	6	4	4	13	8	6	5	216	98	57	21	6	46	8	49	15	5	6	7	3	5	15	7	7	11	13	7	15	6	11	7	6	2	3	11	8	9	8	6	6	6	4	4	13	8	6	5	216	98	57	21	6	46	8	49	15
GCF_032191775.1	4	5	3	3	5	14	7	8	7	8	6	9	6	9	9	5	3	3	7	13	8	5	7	4	4	3	3	17	8	7	4	177	81	53	25	5	40	7	39	15	4	5	3	3	5	14	7	8	7	8	6	9	6	9	9	5	3	3	7	13	8	5	7	4	4	3	3	17	8	7	4	177	81	53	25	5	40	7	39	15
GCF_032268605.1	2	8	11	3	3	13	7	8	8	12	7	11	6	19	13	9	3	2	6	3	5	6	4	6	8	4	3	10	8	6	6	166	91	40	13	7	40	6	43	25	2	8	11	3	3	13	7	8	8	12	7	11	6	19	13	9	3	2	6	3	5	6	4	6	8	4	3	10	8	6	6	166	91	40	13	7	40	6	43	25
GCF_032697525.1	4	5	5	1	4	13	6	8	10	10	5	10	5	8	10	6	1	2	10	9	11	6	7	4	4	4	4	8	7	7	5	177	75	50	26	3	34	7	39	14	4	5	5	1	4	13	6	8	10	10	5	10	5	8	10	6	1	2	10	9	11	6	7	4	4	4	4	8	7	7	5	177	75	50	26	3	34	7	39	14
GCF_032806925.1	4	9	8	4	6	17	6	8	11	9	8	15	7	10	14	7	3	1	15	23	9	9	9	4	8	4	6	16	8	7	4	265	102	90	47	6	46	7	55	20	4	9	8	4	6	17	6	8	11	9	8	15	7	10	14	7	3	1	15	23	9	9	9	4	8	4	6	16	8	7	4	265	102	90	47	6	46	7	55	20
GCF_032814565.1	5	5	4	2	3	9	7	6	10	8	7	11	6	10	6	6	1	2	8	4	7	8	6	2	6	1	3	11	4	3	5	143	74	36	17	7	40	6	41	13	5	5	4	2	3	9	7	6	10	8	7	11	6	10	6	6	1	2	8	4	7	8	6	2	6	1	3	11	4	3	5	143	74	36	17	7	40	6	41	13
GCF_032850805.1	2	3	2	1	2	12	5	6	7	6	5	12	5	8	11	5	0	3	3	2	7	3	3	1	4	2	3	8	7	2	4	111	66	24	9	4	33	5	27	15	2	3	2	1	2	12	5	6	7	6	5	12	5	8	11	5	0	3	3	2	7	3	3	1	4	2	3	8	7	2	4	111	66	24	9	4	33	5	27	15
GCF_032878895.1	5	5	1	1	2	10	6	7	6	7	5	6	5	7	5	5	1	1	5	5	7	7	6	7	5	2	3	9	8	2	5	122	55	24	16	3	25	7	31	10	5	5	1	1	2	10	6	7	6	7	5	6	5	7	5	5	1	1	5	5	7	7	6	7	5	2	3	9	8	2	5	122	55	24	16	3	25	7	31	10
GCF_032911225.1	4	6	6	1	3	14	5	7	11	9	8	14	5	11	6	5	1	3	8	10	8	7	5	3	8	2	3	9	7	8	5	186	79	56	27	5	44	4	44	13	4	6	6	1	3	14	5	7	11	9	8	14	5	11	6	5	1	3	8	10	8	7	5	3	8	2	3	9	7	8	5	186	79	56	27	5	44	4	44	13
GCF_033042785.2	5	6	4	2	3	12	7	7	9	9	6	9	6	14	19	5	1	1	8	6	8	8	5	5	5	2	3	9	5	3	6	159	78	33	18	5	39	8	34	24	5	6	4	2	3	12	7	7	9	9	6	9	6	14	19	5	1	1	8	6	8	8	5	5	5	2	3	9	5	3	6	159	78	33	18	5	39	8	34	24
GCF_033126985.1	4	6	3	2	3	14	6	6	5	10	7	10	5	8	8	5	1	2	8	3	4	6	4	4	6	3	3	10	7	1	4	150	80	39	21	6	41	7	43	13	4	6	3	2	3	14	6	6	5	10	7	10	5	8	8	5	1	2	8	3	4	6	4	4	6	3	3	10	7	1	4	150	80	39	21	6	41	7	43	13
GCF_033170385.1	4	5	6	1	4	12	6	8	9	10	5	12	4	7	7	5	1	2	8	9	8	6	6	4	4	4	4	8	7	3	5	167	76	44	26	3	36	7	38	11	4	5	6	1	4	12	6	8	9	10	5	12	4	7	7	5	1	2	8	9	8	6	6	4	4	4	4	8	7	3	5	167	76	44	26	3	36	7	38	11
GCF_033547035.1	5	8	2	2	5	17	8	9	10	13	9	14	13	13	6	9	1	2	9	9	7	8	7	8	9	2	5	13	6	3	8	204	98	51	25	7	47	10	59	15	5	8	2	2	5	17	8	9	10	13	9	14	13	13	6	9	1	2	9	9	7	8	7	8	9	2	5	13	6	3	8	204	98	51	25	7	47	10	59	15
GCF_033547075.1	2	4	1	1	1	10	6	5	5	3	3	6	6	4	6	4	1	2	5	2	2	5	3	3	5	1	3	9	3	1	4	97	49	22	10	2	21	6	31	9	2	4	1	1	1	10	6	5	5	3	3	6	6	4	6	4	1	2	5	2	2	5	3	3	5	1	3	9	3	1	4	97	49	22	10	2	21	6	31	9
GCF_033547155.1	3	7	2	1	10	17	8	13	8	8	7	10	6	7	7	5	1	3	10	16	11	5	6	3	11	2	5	15	7	12	4	205	96	60	28	6	45	9	55	11	3	7	2	1	10	17	8	13	8	8	7	10	6	7	7	5	1	3	10	16	11	5	6	3	11	2	5	15	7	12	4	205	96	60	28	6	45	9	55	11
GCF_033880585.1	2	5	2	1	3	13	6	6	6	11	5	10	6	9	8	6	1	2	5	4	4	4	5	6	9	5	4	12	7	1	7	146	81	29	13	6	38	6	45	13	2	5	2	1	3	13	6	6	6	11	5	10	6	9	8	6	1	2	5	4	4	4	5	6	9	5	4	12	7	1	7	146	81	29	13	6	38	6	45	13
GCF_033954455.1	4	3	2	5	3	13	5	6	7	8	9	10	5	13	14	7	1	2	12	4	7	10	9	4	5	3	3	18	8	1	4	166	85	38	23	7	37	7	44	23	4	3	2	5	3	13	5	6	7	8	9	10	5	13	14	7	1	2	12	4	7	10	9	4	5	3	3	18	8	1	4	166	85	38	23	7	37	7	44	23
GCF_033954835.1	4	3	2	8	3	13	5	6	7	8	8	10	5	10	17	5	1	2	11	4	7	8	7	4	5	2	3	18	8	1	4	164	84	36	21	8	37	7	43	24	4	3	2	8	3	13	5	6	7	8	8	10	5	10	17	5	1	2	11	4	7	8	7	4	5	2	3	18	8	1	4	164	84	36	21	8	37	7	43	24
GCF_033956045.1	5	4	2	1	4	14	8	6	7	5	6	9	6	6	2	5	1	2	8	5	7	8	7	4	5	2	3	9	7	5	4	141	67	41	23	4	35	9	39	6	5	4	2	1	4	14	8	6	7	5	6	9	6	6	2	5	1	2	8	5	7	8	7	4	5	2	3	9	7	5	4	141	67	41	23	4	35	9	39	6
GCF_033969665.2	3	2	0	1	0	2	1	0	0	1	0	0	4	2	0	4	1	2	0	0	1	3	0	0	0	1	3	0	5	0	5	26	10	5	4	0	4	3	4	1	3	2	0	1	0	2	1	0	0	1	0	0	4	2	0	4	1	2	0	0	1	3	0	0	0	1	3	0	5	0	5	26	10	5	4	0	4	3	4	1
GCF_034047095.1	4	6	3	2	6	16	7	6	6	13	8	11	6	9	13	6	3	2	9	7	8	6	6	3	7	4	3	15	7	6	4	193	90	59	23	5	43	9	45	17	4	6	3	2	6	16	7	6	6	13	8	11	6	9	13	6	3	2	9	7	8	6	6	3	7	4	3	15	7	6	4	193	90	59	23	5	43	9	45	17
GCF_034049535.1	1	5	2	1	1	5	6	5	3	5	6	0	6	8	2	5	1	2	2	1	3	3	2	1	2	4	3	0	8	1	5	65	27	14	8	3	17	5	19	8	1	5	2	1	1	5	6	5	3	5	6	0	6	8	2	5	1	2	2	1	3	3	2	1	2	4	3	0	8	1	5	65	27	14	8	3	17	5	19	8
GCF_034055775.1	2	8	10	4	3	13	8	7	8	18	6	10	6	15	11	6	2	2	6	5	5	5	3	6	7	4	4	9	8	10	5	173	88	43	15	6	41	5	42	20	2	8	10	4	3	13	8	7	8	18	6	10	6	15	11	6	2	2	6	5	5	5	3	6	7	4	4	9	8	10	5	173	88	43	15	6	41	5	42	20
GCF_034120055.1	5	5	9	3	6	16	6	8	8	8	8	14	8	11	5	6	2	1	9	7	6	4	8	2	8	4	3	7	7	7	4	171	84	53	21	4	41	8	37	13	5	5	9	3	6	16	6	8	8	8	8	14	8	11	5	6	2	1	9	7	6	4	8	2	8	4	3	7	7	7	4	171	84	53	21	4	41	8	37	13
GCF_034134805.1	1	4	2	1	1	11	7	6	7	7	4	9	4	12	5	5	1	1	4	1	5	4	3	0	3	2	3	0	6	1	5	94	47	16	9	3	27	4	21	13	1	4	2	1	1	11	7	6	7	7	4	9	4	12	5	5	1	1	4	1	5	4	3	0	3	2	3	0	6	1	5	94	47	16	9	3	27	4	21	13
GCF_034137685.1	1	4	2	1	1	11	7	6	7	7	4	9	4	12	5	5	1	1	3	1	5	4	3	0	3	2	3	0	7	1	5	95	48	16	9	3	27	4	22	13	1	4	2	1	1	11	7	6	7	7	4	9	4	12	5	5	1	1	3	1	5	4	3	0	3	2	3	0	7	1	5	95	48	16	9	3	27	4	22	13
GCF_034259205.1	2	4	2	2	1	7	6	5	3	6	5	2	7	7	7	6	1	2	9	6	6	7	6	0	9	1	3	5	2	1	5	99	38	30	18	2	16	7	24	11	2	4	2	2	1	7	6	5	3	6	5	2	7	7	7	6	1	2	9	6	6	7	6	0	9	1	3	5	2	1	5	99	38	30	18	2	16	7	24	11
GCF_034262375.1	3	7	7	4	4	10	7	8	9	10	6	7	6	10	9	5	2	1	6	5	6	9	3	4	7	2	3	7	6	7	5	145	68	38	18	5	35	6	33	17	3	7	7	4	4	10	7	8	9	10	6	7	6	10	9	5	2	1	6	5	6	9	3	4	7	2	3	7	6	7	5	145	68	38	18	5	35	6	33	17
GCF_034356035.1	5	4	13	2	4	10	7	9	6	6	5	10	6	12	6	7	2	2	12	6	5	9	4	4	1	1	3	9	8	3	5	158	68	38	20	4	37	5	26	14	5	4	13	2	4	10	7	9	6	6	5	10	6	12	6	7	2	2	12	6	5	9	4	4	1	1	3	9	8	3	5	158	68	38	20	4	37	5	26	14
GCF_034358925.1	3	8	2	1	10	18	8	13	8	10	8	14	8	7	8	6	1	3	9	23	12	5	6	5	7	4	5	17	7	12	4	233	101	75	34	5	53	9	58	12	3	8	2	1	10	18	8	13	8	10	8	14	8	7	8	6	1	3	9	23	12	5	6	5	7	4	5	17	7	12	4	233	101	75	34	5	53	9	58	12
GCF_034371605.1	2	7	5	2	4	16	9	9	11	4	6	10	5	14	9	5	2	1	7	10	9	5	6	3	5	4	3	16	8	7	4	185	75	54	22	4	36	9	43	17	2	7	5	2	4	16	9	9	11	4	6	10	5	14	9	5	2	1	7	10	9	5	6	3	5	4	3	16	8	7	4	185	75	54	22	4	36	9	43	17
GCF_034424315.1	4	9	5	4	1	15	6	5	8	10	6	8	6	9	7	5	2	2	7	2	7	6	5	6	7	2	4	15	6	7	5	164	75	44	17	5	34	8	42	15	4	9	5	4	1	15	6	5	8	10	6	8	6	9	7	5	2	2	7	2	7	6	5	6	7	2	4	15	6	7	5	164	75	44	17	5	34	8	42	15
GCF_034424545.1	5	12	8	4	5	19	6	8	11	12	8	14	6	11	13	6	3	1	13	19	8	8	8	4	7	6	6	13	8	8	4	251	99	87	47	7	49	7	55	19	5	12	8	4	5	19	6	8	11	12	8	14	6	11	13	6	3	1	13	19	8	8	8	4	7	6	6	13	8	8	4	251	99	87	47	7	49	7	55	19
GCF_034424645.1	4	3	2	1	4	15	5	5	7	9	7	10	5	9	10	6	1	2	10	11	6	6	6	4	7	3	4	11	8	2	4	169	79	52	27	6	39	7	43	15	4	3	2	1	4	15	5	5	7	9	7	10	5	9	10	6	1	2	10	11	6	6	6	4	7	3	4	11	8	2	4	169	79	52	27	6	39	7	43	15
GCF_034478925.1	3	6	12	2	3	13	5	6	11	19	7	11	7	14	4	6	2	3	8	7	5	8	3	7	6	5	4	13	8	7	6	197	95	50	22	7	43	4	53	11	3	6	12	2	3	13	5	6	11	19	7	11	7	14	4	6	2	3	8	7	5	8	3	7	6	5	4	13	8	7	6	197	95	50	22	7	43	4	53	11
GCF_034479615.1	4	7	6	2	3	16	6	5	14	20	7	11	6	7	8	5	3	3	14	10	10	7	6	7	9	3	3	17	10	6	4	241	96	68	33	6	42	8	58	12	4	7	6	2	3	16	6	5	14	20	7	11	6	7	8	5	3	3	14	10	10	7	6	7	9	3	3	17	10	6	4	241	96	68	33	6	42	8	58	12
GCF_034479635.1	3	3	2	1	3	13	6	6	7	8	7	11	5	7	3	4	1	2	6	2	6	6	5	4	4	1	3	12	7	5	4	131	70	34	13	5	36	7	38	8	3	3	2	1	3	13	6	6	7	8	7	11	5	7	3	4	1	2	6	2	6	6	5	4	4	1	3	12	7	5	4	131	70	34	13	5	36	7	38	8
GCF_034508895.1	4	4	2	1	3	13	6	7	8	11	5	10	5	8	10	6	1	2	9	10	10	6	7	4	5	3	4	8	7	2	5	165	73	42	26	3	33	8	39	14	4	4	2	1	3	13	6	7	8	11	5	10	5	8	10	6	1	2	9	10	10	6	7	4	5	3	4	8	7	2	5	165	73	42	26	3	33	8	39	14
GCF_034555895.2	4	6	3	2	4	15	7	8	7	10	7	13	7	9	7	4	2	2	9	9	5	7	7	4	5	4	3	16	12	7	4	180	91	55	23	4	42	9	45	13	4	6	3	2	4	15	7	8	7	10	7	13	7	9	7	4	2	2	9	9	5	7	7	4	5	4	3	16	12	7	4	180	91	55	23	4	42	9	45	13
GCF_034627025.1	4	7	8	2	3	15	10	7	7	8	6	12	7	10	7	6	3	1	10	13	9	8	7	5	12	3	3	20	8	6	5	219	87	67	32	4	39	10	57	14	4	7	8	2	3	15	10	7	7	8	6	12	7	10	7	6	3	1	10	13	9	8	7	5	12	3	3	20	8	6	5	219	87	67	32	4	39	10	57	14
GCF_034661175.1	3	6	4	4	5	14	6	10	9	7	6	14	8	9	7	5	2	1	5	8	9	3	7	2	7	4	3	14	7	4	4	162	76	36	15	4	39	8	38	14	3	6	4	4	5	14	6	10	9	7	6	14	8	9	7	5	2	1	5	8	9	3	7	2	7	4	3	14	7	4	4	162	76	36	15	4	39	8	38	14
GCF_034661235.1	2	6	4	3	4	16	6	9	10	6	6	13	8	7	5	5	2	1	5	8	11	2	8	2	8	4	3	9	6	9	4	167	72	54	19	4	38	8	42	10	2	6	4	3	4	16	6	9	10	6	6	13	8	7	5	5	2	1	5	8	11	2	8	2	8	4	3	9	6	9	4	167	72	54	19	4	38	8	42	10
GCF_035231985.1	2	4	2	2	1	13	6	6	4	8	5	2	6	13	8	5	3	1	5	1	4	4	3	2	3	3	3	0	8	1	5	95	48	20	11	2	19	5	19	15	2	4	2	2	1	13	6	6	4	8	5	2	6	13	8	5	3	1	5	1	4	4	3	2	3	3	3	0	8	1	5	95	48	20	11	2	19	5	19	15
GCF_035320885.1	4	5	1	4	7	13	5	11	8	5	7	13	4	7	4	4	3	2	6	11	10	8	7	2	5	2	3	10	6	5	3	139	75	44	21	4	40	7	30	10	4	5	1	4	7	13	5	11	8	5	7	13	4	7	4	4	3	2	6	11	10	8	7	2	5	2	3	10	6	5	3	139	75	44	21	4	40	7	30	10
GCF_035621475.1	3	6	3	1	9	17	8	12	12	7	7	10	7	9	13	5	2	3	12	18	15	5	8	3	9	2	4	23	7	16	4	234	98	71	30	6	44	9	59	17	3	6	3	1	9	17	8	12	12	7	7	10	7	9	13	5	2	3	12	18	15	5	8	3	9	2	4	23	7	16	4	234	98	71	30	6	44	9	59	17
