accession	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density
GCF_020735445.1	3551614	45	3005	2861	98.88	0.67	85.2669518703327
GCF_020810675.1	2219635	36.5	2096	2008	98.52	0.47	88.3125829246701
GCF_020917325.1	5999881	58.5	5211	5007	99.94	0.08	88.445137495227
GCF_020971565.1	4713035	51	4280	4009	95.7	1.17	85.335500372902
GCF_021028635.1	8236582	71.5	7278	7043	100	0.25	87.988597697443
GCF_021283545.2	6438596	61.5	5974	5722	99.62	0.45	88.8644511940181
GCF_021441905.1	3999911	38	4154	3932	98.66	0	85.0847431355348
GCF_021560075.1	5630196	62.5	5257	5000	99.68	0.59	88.1113197480159
GCF_022354085.1	5192674	50.5	5004	4748	98.8	7.29	88.5874984641824
GCF_022369495.1	4023090	38.5	3679	3513	86.49	5.74	85.2568548056345
GCF_022394675.1	5568581	40.5	5373	5098	99.35	0.32	80.3418141892881
GCF_022592395.1	3935981	40.5	3607	3425	100	0.62	82.2402597980021
GCF_022637475.1	5430172	52.5	5023	4848	97.04	1.98	87.2067035813967
GCF_022812045.1	5449819	44.5	4810	4576	96.76	7.59	84.4828424577037
GCF_022845615.1	2727503	46.5	2318	2240	99.51	0.14	87.6035700052392
GCF_023923245.1	9118447	71.5	8079	7715	100	0.09	85.1609709416527
GCF_024346605.1	7327117	61	7046	6801	100	0.49	88.1582756219124
GCF_024347115.1	4687428	46	4064	3905	91.7	2.81	85.8766470652989
GCF_024401155.1	2762635	37.5	2563	2448	99.28	0	91.4767966090345
GCF_024666385.1	8092115	72	7324	7101	99.57	1.2	86.9055741298783
GCF_024749065.1	5994216	63.5	5422	5197	99.25	0.11	88.1263204395704
GCF_025200655.1	4035522	38	3724	3564	85.09	5.26	84.8795769171869
GCF_025200715.1	7595929	60	7522	7033	99.94	1.3	87.4184579661026
GCF_025266575.1	5228226	64	4405	4119	99.51	0.03	86.6092437473055
GCF_025558825.1	2616750	38.5	2510	2402	99.56	0.11	84.5005063533009
GCF_025558845.1	2677037	32.5	2640	2518	99.16	0.09	83.9107939113281
GCF_025560845.1	2706864	33.5	2670	2556	99.25	0.27	84.1790721661672
GCF_025561465.1	2682239	36	2572	2461	99.75	0.78	86.4278313752056
GCF_025722975.1	6558029	70	5965	5815	99.52	0.8	89.941962745209
GCF_026967515.2	5045213	53	4626	4472	99.17	0	86.6551719421955
GCF_027286365.1	3753148	49.5	3482	3296	93.79	0	87.5319598374485
GCF_027924785.1	6389377	46	5784	5598	97.81	4.72	87.5897916181813
GCF_028421465.1	8595635	72	7870	7625	99.87	1.89	87.278252275719
GCF_028885395.1	3855105	63.5	3870	3784	94.42	5.29	90.0769499144641
GCF_029011865.1	9982274	71.5	8761	8321	99.72	2.18	85.0770475745306
GCF_030060435.1	5869008	45	5367	5170	99.52	3.39	85.7711047591007
GCF_030246965.1	2103060	65	1921	1845	99.43	2.37	90.6509086759294
GCF_030291635.1	6133480	62	5611	5447	100	0.44	89.6192047581471
GCF_030291735.1	5160776	59.5	4906	4751	98.35	2.03	87.9250329795364
GCF_030322905.1	4450850	69	3913	3813	96.12	8.19	88.0546637159194
GCF_030505655.1	5952440	55.5	5682	5488	100	0.83	87.4323302712837
GCF_030580635.1	4058791	47	3765	3537	100	0.17	86.623750767162
GCF_030759015.1	3056428	53	2736	2623	98.56	0.75	88.8802222725351
GCF_032164335.1	5014558	52	4586	4401	100	0	87.7717238488417
GCF_032806925.1	8950019	61.5	8241	7613	99.72	0.57	83.2638120656504
GCF_033547155.1	4500624	66	4175	4043	98.85	1.67	89.5390728041267
GCF_034047095.1	6828120	59	5923	5562	92.14	1.49	85.7819282613662
GCF_034049535.1	2090142	38.5	2051	1946	91.18	9.48	86.8120921927793
GCF_034055775.1	5688415	46.5	4627	4505	87.45	1.42	79.2794302103486
GCF_034358925.1	5954639	62.5	5489	5301	100	0.27	88.1334535981106
GCF_034508895.1	4486066	66.5	4133	4028	99.17	0.13	89.8500155815808
GCF_035747985.1	4487528	41.5	4269	4061	97.76	2.16	83.7614606527246
GCF_035749905.1	5176282	60	4915	4767	100	0.39	88.0926309656236
GCF_036051655.1	8059414	69.5	7494	7301	99.37	4.88	87.5617755831876
GCF_036177905.1	10825738	70	9839	9365	99.94	0.8	88.3047049540641
GCF_036227585.1	8548654	70.5	7674	7430	99.69	0.88	88.9224315313265
GCF_036346855.1	10954113	70.5	9598	9132	100	0.8	84.7024492078911
GCF_036700015.1	4278682	45	4288	4150	99.35	1.52	86.6110638743426
GCF_036864995.1	5478931	61	4911	4658	98.06	0.4	89.0620086290556
GCF_037023725.1	5258720	58	4841	4658	99.73	0.25	87.8606771229501
GCF_037023865.1	6926935	62	6517	6227	99.28	2.07	86.9325033366128
GCF_037333485.1	6673148	48.5	6160	5980	99.72	0.14	85.3406068620088
GCF_038502305.1	3829285	71	3478	3372	95.07	3.37	91.0827478236799
GCF_039623705.1	3094311	52.5	3268	3126	75.71	7.07	87.1344864818048
GCF_040281505.1	6749577	66.5	6086	5950	99.36	0.76	88.7141075655556
GCF_040616535.1	4797729	65.5	4053	3910	98.81	0.25	85.595143035382
GCF_041956365.1	4537952	66	4138	4026	98.78	0.59	89.4013202431405
GCF_042846945.1	6533399	59.5	6103	5882	99.36	0.37	87.7699188431627
GCF_044794325.1	2940356	33	2798	2677	99.81	1.23	83.5655614490218
GCF_045039635.1	7215712	73.5	6253	6083	99.43	0.82	87.6034409355584
GCF_046272155.1	6326461	60	5818	5593	99.05	0.8	88.577405282353
GCF_046529425.1	5001370	53	4695	4506	99.25	0.88	85.8564553312393
GCF_047223455.1	3973510	67	3712	3611	99.74	1.9	90.6805318219911
GCF_900184295.1	6093513	59	5453	5293	99.08	1.43	87.8168471947135
GCF_900475035.1	1746380	38.5	1737	1600	98.58	0.4	86.0302454219586
GCF_900603025.1	5269097	69.5	4987	4811	99.83	0.32	92.2489185528374
GCF_900638135.1	5376744	55	5046	4871	99.93	0	87.7525692128917
GCF_900638655.1	4038704	45.5	3519	3392	98.76	0	85.0507737135477
GCF_949794035.1	5525200	55	5167	5005	94.16	5.42	87.9342105263158
GCF_000007905.1	1799146	36	1858	1799	99.07	0	93.609968284953
GCF_000009305.1	1557588	38	1539	1367	98.88	0	91.0448077411998
GCF_000011225.1	1358633	25.5	1070	1022	92.63	0	88.063884801856
GCF_000012325.1	5373180	38	4584	4425	99.85	0.82	84.0553080298817
GCF_000012565.1	1315030	29	993	941	99.26	0.11	72.2388842840087
GCF_000014005.1	5650368	58.5	4994	4924	97.34	4.82	89.6641953232073
GCF_000015105.1	1160782	34	1147	1088	87.04	0	81.5165121443992
GCF_000020505.1	2289249	56	2165	2086	98.61	0.91	88.1887902976042
GCF_000023745.1	3082007	54.5	2960	2898	99.42	1.94	91.3021936679573
GCF_000025225.2	1809746	44	1545	1467	86.85	0.62	88.9683414136569
GCF_000146065.2	2246820	38	1796	1738	0	0	86.6066707613427
GCF_000166415.1	2613117	33	2462	2335	96.71	1.21	89.4885686327861
GCF_000243135.2	3624449	44	3488	3348	99.12	0.88	86.6866936188094
GCF_000253015.1	1522743	35.5	1287	1196	97.06	0.41	81.4320604330475
GCF_000284315.1	2559538	50	2495	2390	81.22	2.64	88.9540612407395
GCF_000612685.1	3952818	69	3650	3524	98.38	0.92	90.8379540874384
GCF_000742835.1	2485110	41	2332	2189	96.28	1.01	85.5533155474003
GCF_000953015.1	1754988	44.5	1790	1721	88.53	0.5	92.1185785885715
GCF_000953715.1	2053097	31.5	1905	1825	97.33	1.31	88.3891506343831
GCF_001444445.1	2861432	46.5	2464	2353	97.93	0	87.1327363362121
GCF_001543305.1	1522119	35.5	1393	1311	98.87	0.4	83.6829446317929
GCF_001584725.1	1622248	33	2252	1960	98.28	0	83.5928292098372
GCF_001718875.1	5705688	64.5	4852	4682	99.36	1.55	85.1496611802118
GCF_001735765.2	3503506	26.5	3237	3071	98.55	0	82.5189966850349
GCF_001746915.2	6145247	48.5	5211	5084	99.18	0.27	86.0196669067981
GCF_001886435.1	4652214	44.5	4093	3983	98.46	1.13	87.2398819142886
GCF_002022125.1	4216720	35.5	3890	3806	93.26	3.93	88.9214602819253
GCF_002025725.1	5445269	65	4944	4854	94.73	4.16	87.4219437093007
GCF_002074155.1	4803058	29	4446	4244	100	5.92	78.6430644810036
GCF_002139855.1	1640613	34	1688	1614	97.8	0.1	91.3195250799549
GCF_002157165.1	4058023	64	3822	3699	99.61	0.7	89.7555040964529
GCF_002234495.1	5857781	40	4917	4835	83.59	18.24	87.1423325658641
GCF_002327145.1	6274078	62	5676	5495	99.33	6.47	89.9781290573691
GCF_002688585.1	1160202	29	1271	1232	97.97	0.34	95.929760507222
GCF_002777255.1	6441270	46.5	5836	5686	100	2.76	87.6517829558457
GCF_002871995.2	2080063	56	1910	1831	99.53	0.71	90.5904292321915
GCF_002993285.1	4006485	69	3657	3524	99.83	0.61	90.4287174418474
GCF_003019315.1	2716766	29.5	2726	2603	97.7	0.12	89.8865047633841
GCF_003101015.1	2263191	39.5	2161	2058	99.69	0.71	89.0818759883722
GCF_003343305.1	3945324	42	3859	3718	98.26	5.85	87.0063903496899
GCF_003346755.1	2812536	27.5	2749	2653	99.15	0.65	93.0360358054084
GCF_003433515.1	3703346	52.5	3700	3634	99.03	1.23	90.7587354786725
GCF_003687485.1	4707469	40	4056	4002	100	0.32	91.0514758567714
GCF_003815615.1	4390955	37	3976	3874	99.15	1.21	87.95601412449
GCF_003815695.1	5459074	37	5019	4880	98.87	0.87	87.226203564927
GCF_003966755.1	1579735	39.5	1456	1378	66.1	4.91	89.1460276565373
GCF_004124255.1	1835598	39.5	904	820	46.23	0.32	45.9014446518246
GCF_004519515.1	2251645	40	2209	2081	96.63	2.37	88.9797903310691
GCF_005890135.1	2999408	68.5	2710	2568	95.72	0	88.1351920112236
GCF_007361795.1	3111640	40	2813	2723	97.43	1.11	87.4235130027895
GCF_007990635.1	2284180	30	2254	2162	96.3	0.13	83.8735125953296
GCF_008726475.3	1985575	42.5	1820	1731	97.32	2.4	86.4101834481196
GCF_009025875.1	1807083	40.5	1780	1670	96.41	0.08	87.3198408706186
GCF_009363155.1	5292366	65.5	5051	4783	79.41	11.62	86.9727641663483
GCF_009671065.1	2617510	49	2629	2479	97.82	1.93	85.446435734725
GCF_009730295.1	1796606	30	1732	1653	99.03	1.87	87.0907700408437
GCF_009914665.1	2036890	39.5	1874	1809	100	0.25	88.4413984063941
GCF_011068405.5	11474152	63	11072	10381	99.37	0.3	84.603411215051
GCF_012516355.1	8511252	51	6735	6615	98.32	3.35	90.2431510663766
GCF_012516395.1	5220684	38	4983	4711	99.61	0.31	82.2944847839862
GCF_013170725.1	6602217	63	6368	6179	99.48	0.01	88.0934843553309
GCF_013374215.1	1682860	40	1769	1656	97.25	0	91.1413902523086
GCF_013416015.1	1760367	36	1788	1711	96.21	0.32	88.9244117845881
GCF_014211955.1	4268603	64.5	4087	3956	94.06	20.52	90.0605654824307
GCF_014395785.1	4488624	72	4373	4233	94.64	2.63	91.189415731859
GCF_014466955.1	7892862	69	7160	7001	98.6	3.48	88.8694367138308
GCF_014489415.1	4057210	40	3651	3509	99.8	0.16	85.9250815215382
GCF_014896945.1	1391311	40.5	1261	1204	95.42	0	84.4953428816419
GCF_016599755.1	2523206	58.5	2398	2309	99.85	0	89.8968217418633
GCF_017348895.1	4132257	29	3905	3732	97.52	0.62	83.8632253511822
GCF_017493175.3	8753169	64	8263	7932	100	0.96	85.8847464272654
GCF_017901155.1	3546315	50	3605	3492	92.5	2.25	91.8088494676869
GCF_018304805.1	3662232	62.5	3029	2951	91.44	2.54	91.0400269562387
GCF_018304825.1	3659143	60	3034	2945	91.8	3.62	90.8960923363749
GCF_018734325.1	3673651	48	3380	3282	78.77	2.85	85.6495894683518
GCF_018968685.1	1584374	27.5	1633	1551	94.37	0.7	93.0468437376529
GCF_019203205.1	4991984	62	4359	4267	99.19	0.81	87.2233564851169
GCF_019856495.1	3344914	47.5	3510	3184	94.3	1.75	85.9467238918549
GCF_020084865.1	2816191	37	2631	2558	100	0.25	88.8002624821967
GCF_020149915.1	3266086	42	2685	2621	96.92	1.03	88.8094189803943
GCF_020510565.1	4150051	60	3994	3908	99.68	0.6	91.6833552165985
GCF_020541225.1	1369541	37	795	718	82	0	51.5772802712734
GCF_020541265.1	1206213	22.5	633	567	83.61	0.41	47.3772045235792
GCF_020541305.1	1240189	45.5	901	799	63.66	0	65.0191220854241
GCF_020541325.1	1125782	42.5	804	705	58.41	0	63.2148142357934
GCF_020544465.1	5334040	64	4883	4756	99.33	2.6	88.3730905655001
GCF_020735545.1	5108829	65.5	4635	4515	99.85	0	90.6104510446523
GCF_021183565.1	8468804	68	7834	7666	96.49	4.1	89.8223645275059
GCF_021183645.1	8118644	68.5	7442	7271	99.51	3.21	87.1666376798884
GCF_021654775.1	7316152	48	6592	6375	99.72	1.05	82.5376782767772
GCF_022376295.1	5451672	41.5	4561	4455	99.51	0.8	81.7909257930411
GCF_022459015.1	2062876	43.5	1855	1773	98.71	0	86.2272865649705
GCF_022637435.1	4134248	66	3814	3706	98.68	2.17	87.9401042220979
GCF_022827545.1	6328632	55.5	5076	4999	96.76	4.15	84.6686456093513
GCF_023008305.1	3508661	54.5	3494	3383	99.38	0	87.1684383301778
GCF_023573565.1	3336758	69	3383	3284	98.82	2.53	91.535975938321
GCF_023921165.1	2453534	42.5	2218	2166	95.43	0	93.9594478821162
GCF_024205945.1	2182654	44	2343	2245	91.53	3.13	89.1253034150168
GCF_024205965.1	2480757	34	2671	2563	93.19	2	88.6150477455067
GCF_024299005.1	1236870	27	993	937	99.29	0	73.8623299134105
GCF_025139665.1	4602657	63.5	4422	4317	98.21	3.41	88.2568264374252
GCF_025725725.1	3256418	72.5	3011	2905	87.4	15.66	89.5805452494121
GCF_026650945.1	5450588	31	5136	4911	98.76	2.17	83.0639189753473
GCF_026723765.1	4516221	42.5	4177	4060	98.06	1.65	89.0326226285206
GCF_027558435.1	4076412	56.5	3554	3459	99.29	0.51	86.1403606897438
GCF_027925085.1	1195152	28.5	1139	1060	98.94	1.52	89.2274790152215
GCF_028607025.1	1990713	40.5	2021	1902	99.35	0.65	87.3061059027595
GCF_029889745.1	2382213	39.5	2193	2040	98.94	0.49	87.7175130855217
GCF_029981845.1	1584328	30.5	1531	1461	97.62	10	90.1498932039325
GCF_030227225.2	2537705	59	2423	2275	99.85	0	88.8824745192999
GCF_030285945.1	5218944	35.5	5415	4968	98.53	0	80.968123053246
GCF_030296695.1	3613806	72	3505	3217	73.59	8.34	91.777671518615
GCF_030376725.1	2157095	44.5	2279	2183	92.33	2.3	90.1014558932268
GCF_030406165.1	4730290	55.5	4551	4388	98.68	0.81	89.3339731813483
GCF_030419005.1	7032382	69	5929	5750	99.85	0.93	88.0128952039295
GCF_030486685.2	2512499	57	2181	2095	98.14	0.57	87.2176665542952
GCF_031199375.1	6155634	70	5423	5156	86.05	23.13	85.6573019123619
GCF_031843265.2	2848613	38.5	2875	2764	98.44	0.36	88.8626148936342
GCF_033042785.2	5324286	44	4480	4314	99.65	0	88.6293298293893
GCF_033880585.1	3960254	38.5	3972	3811	77.58	9.8	86.8229159038789
GCF_034262375.1	7552305	42	6381	6299	97.14	1.21	88.4711621154072
GCF_034371605.1	4222525	67.5	4173	4044	99.41	1.03	89.8241928703797
GCF_034555895.2	6268691	68	5862	5636	99.44	0.61	91.0238198054426
GCF_035835995.1	4821649	56	4606	4431	99.82	0.32	89.518129585957
GCF_036184225.1	6864289	73.5	6305	6140	94.75	6.67	88.4950211158068
GCF_037076535.1	3986061	65.5	3781	3695	96.95	1.78	91.0626806764874
GCF_037081795.1	9468182	72.5	8684	8521	97.08	5.73	89.1398052973633
GCF_037482245.1	5194170	52	4900	4726	99.92	1.92	88.883498229746
GCF_037619525.1	6549044	67.5	6100	5995	96.72	3.11	91.1752005330854
GCF_037850265.1	2752657	61	2576	2486	99.9	0.41	90.1696796949275
GCF_039555295.1	2090509	38.5	2124	2043	98.6	0.66	88.3842164755091
GCF_039848545.1	7705355	67.5	6938	6677	99.89	0.77	88.0846242645537
GCF_040267745.1	3521380	46.5	3356	3162	99.35	0.22	81.9222293532649
GCF_040364225.1	1891834	30.5	1846	1755	97.5	2.77	88.6566157495848
GCF_040429585.1	5765145	50.5	5525	5261	99.93	0.83	86.7072901028508
GCF_040687735.1	5355594	69	4652	4533	84.89	24.2	85.2405914264599
GCF_040834095.1	4468255	56	4202	4077	99.59	0.03	89.8522577605799
GCF_041320245.1	5773871	51	5672	5410	99.39	2.84	87.8915029449047
GCF_041735015.1	1461042	31	1537	1406	98.46	0	93.3699373460859
GCF_041898185.1	2834287	54	2799	2518	100	0.55	88.9130141019593
GCF_042140075.1	4522240	64	4196	4101	98.8	3.05	87.2741605929805
GCF_042232855.1	5719356	62.5	5294	5090	100	1.43	87.7983814960985
GCF_042751225.1	9073345	71.5	8365	8086	86.95	8.16	87.3365004857635
GCF_042850985.1	2661126	32	2790	2697	100	0.02	89.730399838264
GCF_042852765.1	3271904	45.5	3045	2915	99.38	0.83	89.5797064950561
GCF_042997415.1	1711925	34.5	1575	1482	98.71	0.23	90.2201323071981
GCF_043162025.1	3342464	72	3107	3007	98.04	0.46	90.3123563933673
GCF_044051715.1	2687392	49	2460	2360	99.02	0	81.7779095866922
GCF_045057155.1	4631282	57.5	4320	4204	99.98	0.77	90.8258231737994
GCF_045348165.1	5360377	34	4439	4347	99.53	1.82	87.006585544263
GCF_045862825.1	3123493	43.5	2953	2832	99.02	0.74	84.6399847862633
GCF_046245125.1	2102653	39	1829	1690	99.75	0	79.7982834067248
GCF_047325105.1	7289204	66	6416	6255	94.18	12.68	91.6239962552839
GCF_047839125.1	2473929	55.5	2343	2238	99.4	0	82.2758858479771
GCF_048320235.1	2352861	27	2335	2266	98.66	0.73	92.9776132121702
GCF_048457885.1	3516616	61.5	3267	3167	99.17	1.88	88.3626759361841
GCF_048565265.1	8536486	66.5	7756	7572	99.79	1.79	87.4208192926223
GCF_048627025.1	8909914	65.5	8331	8129	99.15	2.43	86.7337103365981
GCF_050039175.1	10528435	70	8467	8309	98.6	1.93	90.1853029438848
GCF_050154705.1	6509358	71.5	6055	5937	99.1	3.04	89.1965997261174
GCF_050219315.1	2904220	40.5	2810	2724	98.24	7.45	87.3424533954039
GCF_050920675.1	5223956	66	4688	4515	95.58	5.46	90.5901772526415
GCF_900157305.1	2965660	48.5	2719	2649	98.83	2.25	89.7524328480001
GCF_900169565.1	4084817	59	3799	3717	90.51	8.11	88.5389724925254
GCF_900638485.1	1420261	35	1365	1305	95.64	0.48	92.8968689557764
GCF_901538265.1	10135216	64	8560	8345	95.91	4.69	85.0119523846359
GCF_914590485.1	4005136	43.5	3692	3516	98.31	1.12	85.4768976634002
GCF_918378365.1	3301051	49.5	3114	2961	92.19	3.75	84.7846943291697
GCF_946888465.1	1463863	34.5	1425	1341	97.71	1.31	89.0705619310004
GCF_961514395.1	4105500	56	4112	3881	78.95	6.41	86.0657654366094
GCF_963243495.1	3063594	45.5	2952	2841	99.02	1.72	84.4296927073235
GCF_964062745.1	3484777	49.5	3247	3106	99.29	0.87	79.7760660151281
GCF_000021285.1	2016657	31	2048	1966	98.72	3.41	92.0167385926313
GCF_000026085.1	3850272	40	3524	3360	99.98	0.25	87.0098787825899
GCF_000235585.1	6083395	47	5539	5260	99.72	0.56	85.3417869462693
GCF_001022135.1	6166452	52.5	6043	5777	100	0.41	86.9235015532433
GCF_001274875.1	1514561	25	1951	1791	93.42	2.21	78.354585916315
GCF_001702215.1	1950035	37	1958	1853	99.76	1.07	87.4609942898461
GCF_001717525.2	2973544	56.5	2438	2295	85.82	4.98	81.190693663857
GCF_002222655.1	3787551	63.5	3593	3489	93.69	3.43	92.6340793826935
GCF_002309535.1	2814086	39	2902	2822	93.99	6.08	92.8820227953232
GCF_003798325.1	3072768	70.5	2680	2560	96.68	1.99	85.9862508331251
GCF_005886435.1	2230588	61.5	1848	1763	99.73	2.01	83.3816912849885
GCF_007954585.1	3781193	60	3574	3466	98.66	0.79	89.9990294068565
GCF_008632615.1	2249893	39	2294	2148	99.35	0.98	86.4777124956609
GCF_009905255.1	2668690	35.5	2691	2590	98.9	1.48	89.7199374974238
GCF_010587025.1	2607636	40	2541	2417	99.31	0.34	89.025845631829
GCF_012295595.1	3985688	58.5	3864	3777	99.69	0	90.0582785205465
GCF_012689545.1	3373772	71	3255	3139	95.49	0.99	89.6344803383276
GCF_012971725.1	6517592	65	6001	5867	99.88	1.37	88.7356864314305
GCF_014076555.1	2881049	38.5	2730	2629	99.2	0.75	86.5142869836646
GCF_014216335.1	6996347	73.5	5922	5645	99.24	0.19	84.6023932203477
GCF_014395425.1	3435501	68.5	3202	3081	96.32	0.48	91.3283681186529
GCF_014489515.1	2757025	63	3134	2668	75.49	0.73	90.7270336685376
GCF_014852565.2	10262635	71	9048	8696	100	1.89	87.1258892087656
GCF_016599635.1	6144893	58.5	5546	5228	99.68	0.29	87.59607368265
GCF_017742995.1	5549631	49.5	4688	4485	98.95	0.51	87.7805028838854
GCF_018685455.1	1708534	46	1769	1713	89.49	0.93	94.4474619761737
GCF_019056575.1	5729487	39.5	4848	4664	98.94	0.35	82.6729338944307
GCF_019670705.1	4454556	52.5	4003	3830	99.46	0.04	86.769747647128
GCF_020865585.1	6852586	65	6128	5977	99.81	2.01	92.322635571447
GCF_022221585.1	9696490	70.5	8795	8329	99.56	1.33	85.2651629610302
GCF_023337365.3	4830647	64.5	4228	3913	99.18	1.06	86.223108415912
GCF_024072275.1	6095266	60	5528	5386	99.31	0.19	87.8490946908634
GCF_024584585.1	6456568	58	5889	5439	98.81	0.08	87.5865165518275
GCF_024704525.1	6056872	62.5	5371	5250	99.35	0.48	87.3682488254663
GCF_025200795.1	6970655	61	6734	6367	99.36	0.43	87.2221907410423
GCF_025643595.1	6562638	71.5	6126	5991	98.84	1.74	88.4317708823799
GCF_025908395.1	12063392	70.5	10180	9750	99.08	1.04	88.8706426849099
GCF_026427415.1	8694918	72	7900	7642	99.91	1.33	88.7395372791325
GCF_027924165.1	1976099	45.5	1992	1934	97.21	2.84	93.8755598783259
GCF_028885455.1	5358982	40.5	4705	4487	100	4.86	87.4381738919817
GCF_029215585.1	6213236	62.5	5595	5414	100	0.22	89.6757663800313
GCF_030122845.1	5289572	50	4896	4709	99.26	0	86.2350488848625
GCF_030323025.1	4530340	41.5	4421	4124	87.84	5.06	82.8533399259217
GCF_030505375.1	5857139	61	5436	5171	98.04	0.61	88.5278802500675
GCF_030553095.1	5114553	37	5034	4371	65.53	0.65	89.0506364876852
GCF_030733865.1	5917460	63	5786	5626	99.43	2.22	89.3365396639775
GCF_031297465.1	2390967	38.5	2348	2225	95.07	1.44	85.473157931498
GCF_032697525.1	5283403	64	4474	4262	99.41	1.4	86.2994929593673
GCF_033956045.1	3325071	64	3258	3160	95.28	5.89	91.6062544228379
GCF_035918035.1	8843894	71	7987	7465	100	0.45	84.6346982449134
GCF_036014075.1	9003480	71	8123	7799	100	0.47	88.7592464247158
GCF_036153515.1	4711874	69	4397	4314	97.71	0.37	92.4779397751298
GCF_036250655.1	3459320	53	2958	2873	99.42	0	88.4714047847554
GCF_036287475.1	9116509	71	8472	8142	99.91	2.27	88.4181982379439
GCF_036320655.1	2916423	41.5	2328	2227	99.58	2.27	82.6624601438132
GCF_036492245.1	3516600	38	3062	2994	98.84	0.77	93.2249047375306
GCF_036704165.1	6340526	60	5675	5499	100	0.8	88.5746545318165
GCF_036884255.1	6534616	45	5841	5659	99.72	0.06	84.0110268147356
GCF_036898185.1	4641436	41	4362	4196	97.99	4.75	85.449416947686
GCF_037327425.1	6015441	63	5642	5450	98.3	1.32	90.9136670112798
GCF_041081565.1	2227898	39.5	2207	2058	98.2	0.08	85.5244719462022
GCF_041504375.1	6107156	67	5418	5206	98.65	0.68	88.7902814337803
GCF_043186315.1	2422153	36.5	2323	2200	95.5	1.24	84.0730540143418
GCF_043187465.1	4556413	37.5	3943	3852	90.74	4.81	89.0389874666761
GCF_043589935.1	3879522	65.5	3786	3660	93.46	4.72	90.7678832598449
GCF_044597075.1	4648576	39	3827	3747	98.38	0	90.8135093413553
GCF_044987285.1	6006460	74	5299	5082	97.1	1.42	86.004168844877
GCF_045037875.1	6936857	60	6420	6204	100	1.04	88.7176570022995
GCF_045040895.1	9188115	71	8316	8088	100	0.09	89.4342746036592
GCF_045161845.1	10880213	71	9588	9008	99.72	2.11	87.4102924271795
GCF_045162825.1	10948847	70	9891	9644	99.94	2.21	88.6841418096353
GCF_045207185.1	7849026	72	6945	6733	100	1.39	86.4364317305103
GCF_045208505.1	9226293	71	8130	7866	99.94	0.28	84.8287497481383
GCF_045209695.1	6066002	72.5	5314	5100	99.49	0.28	84.1686336404109
GCF_045276965.1	7542023	72.5	6811	6614	100	0	87.3824569349629
GCF_045291495.1	4301960	66	3925	3835	99.77	0	89.8856800156208
GCF_045830615.1	5638943	58	5082	4930	99.79	0.53	88.4053092928941
GCF_045866535.1	1447534	28.5	1432	1352	98.28	0	88.9142500279786
GCF_046619455.1	6150414	61.5	5665	5436	99.94	21.77	89.4570349248034
