accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_name	organism_taxId	ORGANISM ECOSYSTEM CATEGORY
GCF_900475035.1	1.74638	1737	1600	38.5	Streptococcus pyogenes	1314	Mammals: Human
GCF_900603025.1	5.269097	4987	4811	69.5	Mycolicibacterium hassiacum DSM 44199	1122247	Mammals: Human
GCF_900638135.1	5.376744	5046	4871	55.0	Serratia quinivorans	137545	Mammals
GCF_900638655.1	4.038704	3519	3392	45.5	Pragia fontium	82985	Aquatic
GCF_949794035.1	5.5252	5167	5005	55.0	Serratia proteamaculans	28151	Plants
GCF_000007905.1	1.799146	1858	1799	36.0	Helicobacter hepaticus ATCC 51449	235279	Mammals
GCF_000009305.1	1.557588	1539	1367	38.0	Helicobacter acinonychis str. Sheeba	382638	Mammals
GCF_000011225.1	1.358633	1070	1022	25.5	Malacoplasma penetrans HF-2	272633	Mammals: Human
GCF_000012325.1	5.37318	4584	4425	38.0	Colwellia psychrerythraea 34H	167879	Aquatic
GCF_000012565.1	1.31503	993	941	29.0	Ehrlichia canis str. Jake	269484	Mammals
GCF_000014005.1	5.650368	4994	4924	58.5	Candidatus Koribacter versatilis Ellin345	204669	Terrestrial
GCF_000015105.1	1.160782	1147	1088	34.0	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	413404	Aquatic
GCF_000020505.1	2.289249	2165	2086	56.0	Chlorobaculum parvum NCIB 8327	517417	Wastewater
GCF_000023745.1	3.082007	2960	2898	54.5	Methylovorus glucosotrophus SIP3-4	582744	Aquatic
GCF_000025225.2	1.809746	1545	1467	44.0	Mageeibacillus indolicus UPII9-5	699246	Mammals: Human
GCF_000146065.2	2.24682	1796	1738	38.0	Candidatus Cloacimonas acidaminovorans str. Evry	459349	Wastewater
GCF_000166415.1	2.613117	2462	2335	33.0	Halanaerobium hydrogeniformans	656519	Aquatic
GCF_000243135.2	3.624449	3488	3348	44.0	Desulfitobacterium dichloroeliminans LMG P-21439	871963	Terrestrial
GCF_000253015.1	1.522743	1287	1196	35.5	Bartonella clarridgeiae 73	696125	Mammals
GCF_000284315.1	2.559538	2495	2390	50.0	Leptospirillum ferrooxidans C2-3	1162668	Mammals: Human
GCF_000612685.1	3.952818	3650	3524	69.0	Castellaniella defragrans 65Phen	1437824	Plants
GCF_000742835.1	2.48511	2332	2189	41.0	Candidatus Odyssella acanthamoebae	91604	Unclassified
GCF_000953015.1	1.754988	1790	1721	44.5	Candidatus Methylopumilus turicensis	1581680	Aquatic
GCF_000953715.1	2.053097	1905	1825	31.5	Defluviitoga tunisiensis	1006576	Bioreactor
GCF_001444445.1	2.861432	2464	2353	46.5	Hoylesella enoeca	76123	Mammals: Human
GCF_001543305.1	1.522119	1393	1311	35.5	Liberibacter crescens	1273132	Plants
GCF_001584725.1	1.622248	2252	1960	33.0	endosymbiont 'TC1' of Trimyema compressum	243899	Unclassified
GCF_001718875.1	5.705688	4852	4682	64.5	Burkholderia singularis	1503053	Aquatic
GCF_001735765.2	3.503506	3237	3071	26.5	Clostridium taeniosporum	394958	Aquatic
GCF_001746915.2	6.145247	5211	5084	48.5	Desertifilum tharense IPPAS B-1220	1781255	Aquatic
GCF_001886435.1	4.652214	4093	3983	44.5	Alteromonas mediterranea	314275	Aquatic
GCF_002022125.1	4.21672	3890	3806	35.5	Elizabethkingia ursingii	1756150	Terrestrial
GCF_002025725.1	5.445269	4944	4854	65.0	Herbaspirillum robiniae	2014887	Plants
GCF_002074155.1	4.803058	4446	4244	29.0	Clostridium argentinense	29341	Terrestrial
GCF_002139855.1	1.640613	1688	1614	34.0	Campylobacter porcelli	1660073	Mammals
GCF_002157165.1	4.058023	3822	3699	64.0	Acidovorax carolinensis	553814	Terrestrial
GCF_002234495.1	5.857781	4917	4835	40.0	Arenibacter algicola	616991	Algae
GCF_002327145.1	6.274078	5676	5495	62.0	Janthinobacterium svalbardensis	368607	Aquatic
GCF_002688585.1	1.160202	1271	1232	29.0	Candidatus Fonsibacter ubiquis	1925548	Aquatic
GCF_002777255.1	6.44127	5836	5686	46.5	Candidatus Formimonas warabiya	1761012	Terrestrial
GCF_002871995.2	2.080063	1910	1831	56.0	Gleimia europaea	66228	Mammals: Human
GCF_002993285.1	4.006485	3657	3524	69.0	Gordonia iterans	1004901	Aquatic
GCF_003019315.1	2.716766	2726	2603	29.5	Fusobacterium mortiferum ATCC 9817	469616	Mammals: Human
GCF_003101015.1	2.263191	2161	2058	39.5	Actinobacillus porcitonsillarum	189834	Mammals
GCF_003343305.1	3.945324	3859	3718	42.0	Enterococcus gilvus	160453	Mammals: Human
GCF_003346755.1	2.812536	2749	2653	27.5	Malaciobacter halophilus	197482	Aquatic
GCF_003433515.1	3.703346	3700	3634	52.5	Maritalea myrionectae	454601	Terrestrial
GCF_003687485.1	4.707469	4056	4002	40.0	Euzebyella marina	1761453	Aquatic
GCF_003815615.1	4.390955	3976	3874	37.0	Chryseobacterium shandongense	1493872	Mammals: Human
GCF_003815695.1	5.459074	5019	4880	37.0	Chryseobacterium carnipullorum	1124835	Birds
GCF_003966755.1	1.579735	1456	1378	39.5	Candidatus Rickettsiella viridis	676208	Plants
GCF_004124255.1	1.835598	904	820	39.5	Candidatus Pseudomonas adelgestsugas	1302376	Unclassified
GCF_004519515.1	2.251645	2209	2081	40.0	Actinobacillus indolicus	51049	Mammals
GCF_005890135.1	2.999408	2710	2568	68.5	Acidipropionibacterium jensenii	1749	Food production
GCF_007361795.1	3.11164	2813	2723	40.0	Legionella israelensis	454	Aquatic
GCF_007990635.1	2.28418	2254	2162	30.0	Leptotrichia hongkongensis	554406	Mammals: Human
GCF_008726475.3	1.985575	1820	1731	42.5	Aerococcus tenax	3078812	Mammals: Human
GCF_009025875.1	1.807083	1780	1670	40.5	Latilactobacillus graminis	60519	Food production
GCF_009363155.1	5.292366	5051	4783	65.5	Azotobacter salinestris	69964	Terrestrial
GCF_009671065.1	2.61751	2629	2479	49.0	Neisseria brasiliensis	2666100	Mammals: Human
GCF_009730295.1	1.796606	1732	1653	30.0	Gemella sanguinis	84135	Mammals: Human
GCF_009914665.1	2.03689	1874	1809	39.5	Bergeyella cardium	1585976	Mammals: Human
GCF_011068405.5	11.474152	11072	10381	63.0	Bradyrhizobium barranii subsp. barranii	2823807	Plants
GCF_012516355.1	8.511252	6735	6615	51.0	Chitinophaga oryzae	2725414	Plants
GCF_012516395.1	5.220684	4983	4711	38.0	Dolichospermum flos-aquae CCAP 1403/13F	315271	Aquatic
GCF_013170725.1	6.602217	6368	6179	63.0	Mesorhizobium erdmanii	1777866	Plants
GCF_013374215.1	1.68286	1769	1656	40.0	Helicobacter suis	104628	Mammals
GCF_013416015.1	1.760367	1788	1711	36.0	Candidatus Campylobacter infans	2561898	Mammals: Human
GCF_014211955.1	4.268603	4087	3956	64.5	Croceicoccus marinus	450378	Aquatic
GCF_014395785.1	4.488624	4373	4233	72.0	Nocardioides mesophilus	433659	Terrestrial
GCF_014466955.1	7.892862	7160	7001	69.0	Nocardia wallacei	480035	Mammals: Human
GCF_014489415.1	4.05721	3651	3509	40.0	Cylindrospermopsis curvispora GIHE-G1	2666332	Aquatic
GCF_014896945.1	1.391311	1261	1204	40.5	Candidatus Bodocaedibacter vickermanii	2741701	Unclassified
GCF_016599755.1	2.523206	2398	2309	58.5	Corynebacterium kefirresidentii	1979527	Food production
GCF_017348895.1	4.132257	3905	3732	29.0	Clostridium gasigenes	94869	Mammals
GCF_017493175.3	8.753169	8263	7932	64.0	Bradyrhizobium quebecense	2748629	Plants
GCF_017901155.1	3.546315	3605	3492	50.0	Candidatus Thiothrix anitrata	2823902	Aquatic
GCF_018304805.1	3.662232	3029	2951	62.5	Chloracidobacterium sp. MS 40/45	2821542	Aquatic
GCF_018304825.1	3.659143	3034	2945	60.0	Chloracidobacterium validum	2821543	Aquatic
GCF_018734325.1	3.673651	3380	3282	48.0	Methylomonas paludis	1173101	Aquatic
GCF_018968685.1	1.584374	1633	1551	27.5	Campylobacter novaezeelandiae	2267891	Unclassified
GCF_019203205.1	4.991984	4359	4267	62.0	Geomonas subterranea	2847989	Terrestrial
GCF_019856495.1	3.344914	3510	3184	47.5	Caldalkalibacillus thermarum TA2.A1	986075	Aquatic
GCF_020084865.1	2.816191	2631	2558	37.0	Candidatus Kaistella beijingensis	2820270	Wastewater
GCF_020149915.1	3.266086	2685	2621	42.0	Candidatus Sulfidibacterium hydrothermale	2875962	Aquatic
GCF_020510565.1	4.150051	3994	3908	60.0	Ferribacterium limneticum	76259	Aquatic
GCF_020541225.1	1.369541	795	718	37.0	Candidatus Steffania adelgidicola	1076626	Unclassified
GCF_020541265.1	1.206213	633	567	22.5	Candidatus Profftia lariciata	1987921	Unclassified
GCF_020541305.1	1.240189	901	799	45.5	Candidatus Vallotiella adelgis	1177211	Unclassified
GCF_020541325.1	1.125782	804	705	42.5	Candidatus Vallotia laricis	2018052	Unclassified
GCF_020544465.1	5.33404	4883	4756	64.0	Chromobacterium rhizoryzae	1778675	Plants
GCF_020735545.1	5.108829	4635	4515	65.5	Gordonia otitidis	249058	Mammals: Human
GCF_021183565.1	8.468804	7834	7666	68.0	Nocardia yamanashiensis	209247	Mammals: Human
GCF_021183645.1	8.118644	7442	7271	68.5	Nocardia gipuzkoensis	2749991	Mammals: Human
GCF_021654775.1	7.316152	6592	6375	48.0	Paenibacillus azoreducens	116718	Wastewater
GCF_022376295.1	5.451672	4561	4455	41.5	Nodularia sphaerocarpa UHCC 0038	2761619	Aquatic
GCF_022459015.1	2.062876	1855	1773	43.5	Aristophania vespae	2697033	Unclassified
GCF_022637435.1	4.134248	3814	3706	66.0	Arthrobacter sulfonylureivorans	2486855	Terrestrial
GCF_022827545.1	6.328632	5076	4999	55.5	Hymenobacter tibetensis	497967	Terrestrial
GCF_023008305.1	3.508661	3494	3383	54.5	Anaerotruncus colihominis	169435	Mammals: Human
GCF_023573565.1	3.336758	3383	3284	69.0	Brevundimonas albigilva	1312364	Mammals: Human
GCF_023921165.1	2.453534	2218	2166	42.5	Aquirufa antheringensis	2516559	Aquatic
GCF_024205945.1	2.182654	2343	2245	44.0	Macrococcus equipercicus	69967	Mammals
GCF_024205965.1	2.480757	2671	2563	34.0	Macrococcus epidermidis	1902580	Mammals: Human
GCF_024299005.1	1.23687	993	937	27.0	Neoehrlichia mikurensis	89586	Mammals: Human
GCF_025139665.1	4.602657	4422	4317	63.5	Leisingera caerulea	506591	Aquatic
GCF_025725725.1	3.256418	3011	2905	72.5	Brachybacterium huguangmaarense	1652028	Aquatic
GCF_026650945.1	5.450588	5136	4911	31.0	Clostridium tagluense	360422	Terrestrial
GCF_026723765.1	4.516221	4177	4060	42.5	Lacrimispora xylanolytica	29375	Solid waste
GCF_027558435.1	4.076412	3554	3459	56.5	Desulfovibrio subterraneus	2718620	Aquatic
GCF_027925085.1	1.195152	1139	1060	28.5	Candidatus Borrelia fainii	2518322	Mammals: Human
GCF_028607025.1	1.990713	2021	1902	40.5	Limosilactobacillus portuensis	2742601	Mammals: Human
GCF_029889745.1	2.382213	2193	2040	39.5	Ligilactobacillus faecis	762833	Mammals
GCF_029981845.1	1.584328	1531	1461	30.5	Candidatus Bandiella numerosa	2570586	Aquatic
GCF_030227225.2	2.537705	2423	2275	59.0	Corynebacterium rhinophilum	3050197	Mammals: Human
GCF_030285945.1	5.218944	5415	4968	35.5	Bacillus arachidis	2819290	Plants
GCF_030296695.1	3.613806	3505	3217	72.0	Agromyces mangrovi	1858653	Plants
GCF_030376725.1	2.157095	2279	2183	44.5	Macrococcus bovicus	69968	Mammals
GCF_030406165.1	4.73029	4551	4388	55.5	Enterobacter pseudoroggenkampii	2996112	Plants
GCF_030419005.1	7.032382	5929	5750	69.0	Eleftheria terrae	1597781	Terrestrial
GCF_030486685.2	2.512499	2181	2095	57.0	Corynebacterium pseudokroppenstedtii	2804917	Mammals: Human
GCF_031199375.1	6.155634	5423	5156	70.0	Lysobacter yananisis	1003114	Terrestrial
GCF_031843265.2	2.848613	2875	2764	38.5	Listeria swaminathanii	2713501	Terrestrial
GCF_033042785.2	5.324286	4480	4314	44.0	Bacteroides hominis	2763023	Mammals: Human
GCF_033880585.1	3.960254	3972	3811	38.5	Lysinibacillus louembei	1470088	Plants
GCF_034262375.1	7.552305	6381	6299	42.0	Mucilaginibacter sabulilitoris	1173583	Plants
GCF_034371605.1	4.222525	4173	4044	67.5	Limimaricola variabilis	1492771	Aquatic
GCF_034555895.2	6.268691	5862	5636	68.0	Mycobacterium europaeum	761804	Mammals: Human
GCF_035835995.1	4.821649	4606	4431	56.0	Enterobacter wuhouensis	2529381	Mammals: Human
GCF_036184225.1	6.864289	6305	6140	73.5	Micromonospora globbae	1894969	Plants
GCF_037076535.1	3.986061	3781	3695	65.5	Novosphingobium olei	2728851	Terrestrial
GCF_037081795.1	9.468182	8684	8521	72.5	Actinomadura luteofluorescens	46163	Terrestrial
GCF_037482245.1	5.19417	4900	4726	52.0	Citrobacter europaeus	1914243	Mammals: Human
GCF_037619525.1	6.549044	6100	5995	67.5	Achromobacter veterisilvae	2069367	Terrestrial
GCF_037850265.1	2.752657	2576	2486	61.0	Corynebacterium hesseae	2913502	Mammals: Human
GCF_039555295.1	2.090509	2124	2043	38.5	Helicobacter mastomyrinus	287948	Mammals
GCF_039848545.1	7.705355	6938	6677	67.5	Burkholderia stagnalis	1503054	Aquatic
GCF_040267745.1	3.52138	3356	3162	46.5	Heyndrickxia faecalis	2824910	Mammals: Human
GCF_040364225.1	1.891834	1846	1755	30.5	Anaerococcus nagyae	1755241	Mammals: Human
GCF_040429585.1	5.765145	5525	5261	50.5	Mangrovibacter phragmitis	1691903	Plants
GCF_040687735.1	5.355594	4652	4533	69.0	Lysobacter firmicutimachus	1792846	Terrestrial
GCF_040834095.1	4.468255	4202	4077	56.0	Enterobacter vonholyi	2797505	Food production
GCF_041320245.1	5.773871	5672	5410	51.0	Citrobacter meridianamericanus	2894201	Terrestrial
GCF_041735015.1	1.461042	1537	1406	31.0	Campylobacter bilis	2691918	Birds
GCF_041898185.1	2.834287	2799	2518	54.0	Corynebacterium belfantii	2014537	Mammals: Human
GCF_042140075.1	4.52224	4196	4101	64.0	Chitiniphilus eburneus	2571148	Terrestrial
GCF_042232855.1	5.719356	5294	5090	62.5	Metapseudomonas boanensis	2822138	Aquatic
GCF_042751225.1	9.073345	8365	8086	71.5	Nonomuraea fastidiosa	46173	Aquatic
GCF_042850985.1	2.661126	2790	2697	32.0	Massilimicrobiota timonensis	1776392	Birds
GCF_042852765.1	3.271904	3045	2915	45.5	Mediterraneibacter glycyrrhizinilyticus	342942	Mammals: Human
GCF_042997415.1	1.711925	1575	1482	34.5	Lactobacillus mulieris	2508708	Mammals: Human
GCF_043162025.1	3.342464	3107	3007	72.0	Arsenicicoccus cauae	2663847	Mammals: Human
GCF_044051715.1	2.687392	2460	2360	49.0	Levilactobacillus parabrevis	357278	Plants
GCF_045057155.1	4.631282	4320	4204	57.5	Marinobacter flavimaris	262076	Aquatic
GCF_045348165.1	5.360377	4439	4347	34.0	Flavobacterium soyae	2903098	Plants
GCF_045862825.1	3.123493	2953	2832	43.5	Lactiplantibacillus brownii	3069269	Food production
GCF_046245125.1	2.102653	1829	1690	39.0	Bartonella heixiaziensis	1461000	Mammals
GCF_047325105.1	7.289204	6416	6255	66.0	Massilia cellulosiltytica	2683234	Terrestrial
GCF_047839125.1	2.473929	2343	2238	55.5	Bergeriella denitrificans	494	Mammals: Human
GCF_048320235.1	2.352861	2335	2266	27.0	Aliarcobacter vitoriensis	2011099	Unclassified
GCF_048457885.1	3.516616	3267	3167	61.5	Glutamicibacter endophyticus	1522174	Plants
GCF_048565265.1	8.536486	7756	7572	66.5	Burkholderia theae	3143496	Terrestrial
GCF_048627025.1	8.909914	8331	8129	65.5	Burkholderia aenigmatica	2015348	Mammals: Human
GCF_050039175.1	10.528435	8467	8309	70.0	Myxococcus faecalis	3115646	Mammals: Human
GCF_050154705.1	6.509358	6055	5937	71.5	Muricoccus radiodurans	2231721	Terrestrial
GCF_050219315.1	2.90422	2810	2724	40.5	Megasphaera sueciensis	349094	Food production
GCF_050920675.1	5.223956	4688	4515	66.0	Novosphingobium rhizosphaerae	1551649	Plants
GCF_900157305.1	2.96566	2719	2649	48.5	Mesotoga infera	1236046	Wastewater
GCF_900169565.1	4.084817	3799	3717	59.0	Nitrospira japonica	1325564	Wastewater
GCF_900638485.1	1.420261	1365	1305	35.0	Helicobacter cholecystus	45498	Mammals
GCF_901538265.1	10.135216	8560	8345	64.0	Gemmata massiliana	1210884	Aquatic
GCF_914590485.1	4.005136	3692	3516	43.5	Celerinatantimonas diazotrophica	412034	Plants
GCF_918378365.1	3.301051	3114	2961	49.5	Candidatus Nitrotoga arctica	453162	Terrestrial
GCF_946888465.1	1.463863	1425	1341	34.5	Apilactobacillus apinorum	1218495	Unclassified
GCF_961514395.1	4.1055	4112	3881	56.0	Brevibacillus aydinogluensis	927786	Aquatic
GCF_963243495.1	3.063594	2952	2841	45.5	Lactiplantibacillus xiangfangensis	942150	Food production
GCF_964062745.1	3.484777	3247	3106	49.5	Levilactobacillus cerevisiae	1704076	Food production
GCF_000021285.1	2.016657	2048	1966	31.0	Thermosipho africanus TCF52B	484019	Wastewater
GCF_000026085.1	3.850272	3524	3360	40.0	Pseudoalteromonas translucida	166935	Aquatic
GCF_000235585.1	6.083395	5539	5260	47.0	Paenibacillus terrae HPL-003	985665	Terrestrial
GCF_001022135.1	6.166452	6043	5777	52.5	Phytobacter ursingii	1972431	Mammals: Human
GCF_001274875.1	1.514561	1951	1791	25.0	Spiroplasma kunkelii CR2-3x	273035	Plants
GCF_001702215.1	1.950035	1958	1853	37.0	Pediococcus claussenii	187452	Food production
GCF_001717525.2	2.973544	2438	2295	56.5	Tannerella serpentiformis	712710	Mammals: Human
GCF_002222655.1	3.787551	3593	3489	63.5	Vitreoscilla filiformis	63	Wastewater
GCF_002309535.1	2.814086	2902	2822	39.0	Sulfurospirillum diekertiae	1854492	Bioreactor
GCF_003798325.1	3.072768	2680	2560	70.5	Propionibacterium acidifaciens	556499	Mammals: Human
GCF_005886435.1	2.230588	1848	1763	61.5	Schaalia cardiffensis F0333	888050	Mammals: Human
GCF_007954585.1	3.781193	3574	3466	60.0	Pistricoccus aurantiacus	1883414	Food production
GCF_008632615.1	2.249893	2294	2148	39.0	Paucilactobacillus nenjiangensis	1296540	Food production
GCF_009905255.1	2.66869	2691	2590	35.5	Thermoanaerobacterium aotearoense	47490	Aquatic
GCF_010587025.1	2.607636	2541	2417	40.0	Rodentibacter caecimuris	1796644	Mammals
GCF_012295595.1	3.985688	3864	3777	58.5	Thalassovita gelatinovora	53501	Aquatic
GCF_012689545.1	3.373772	3255	3139	71.0	Paracoccus sanguinis	1545044	Mammals: Human
GCF_012971725.1	6.517592	6001	5867	65.0	Pseudomonas multiresinivorans	95301	Wastewater
GCF_014076555.1	2.881049	2730	2629	38.5	Pectinatus frisingensis	865	Food production
GCF_014216335.1	6.996347	5922	5645	73.5	Streptomyces rutgersensis	53451	Terrestrial
GCF_014395425.1	3.435501	3202	3081	68.5	Thermomonas brevis	215691	Bioreactor
GCF_014489515.1	2.757025	3134	2668	63.0	Sphingomonas sediminicola	386874	Terrestrial
GCF_014852565.2	10.262635	9048	8696	71.0	Streptomyces caniscabiei	2746961	Plants
GCF_016599635.1	6.144893	5546	5228	58.5	Pseudomonas cannabina pv. alisalensis	757414	Plants
GCF_017742995.1	5.549631	4688	4485	49.5	Pseudoalteromonas viridis	339617	Aquatic
GCF_018685455.1	1.708534	1769	1713	46.0	Polynucleobacter paneuropaeus	2527775	Aquatic
GCF_019056575.1	5.729487	4848	4664	39.5	Richelia sinica FACHB-800	1357546	Aquatic
GCF_019670705.1	4.454556	4003	3830	52.5	Shewanella carassii	1987584	Food production
GCF_020865585.1	6.852586	6128	5977	65.0	Pseudoduganella aquatica	2660641	Aquatic
GCF_022221585.1	9.69649	8795	8329	70.5	Streptomyces inhibens	2293571	Terrestrial
GCF_023337365.3	4.830647	4228	3913	64.5	Xanthomonas nasturtii	1843581	Aquatic
GCF_024072275.1	6.095266	5528	5386	60.0	Pseudomonas siliginis	2842346	Plants
GCF_024584585.1	6.456568	5889	5439	58.0	Pseudomonas ficuserectae	53410	Plants
GCF_024704525.1	6.056872	5371	5250	62.5	Pandoraea commovens	2508289	Mammals: Human
GCF_025200795.1	6.970655	6734	6367	61.0	Rhizobium sophoriradicis	1535245	Plants
GCF_025643595.1	6.562638	6126	5991	71.5	Saccharopolyspora rosea	524884	Mammals: Human
GCF_025908395.1	12.063392	10180	9750	70.5	Streptomyces milbemycinicus	476552	Terrestrial
GCF_026427415.1	8.694918	7900	7642	72.0	Streptomyces tanashiensis	67367	Terrestrial
GCF_027924165.1	1.976099	1992	1934	45.5	Polynucleobacter yangtzensis	1743159	Aquatic
GCF_028885455.1	5.358982	4705	4487	40.5	Pseudoalteromonas rhizosphaerae	2518973	Plants
GCF_029215585.1	6.213236	5595	5414	62.5	Pseudomonas kermanshahensis	2745482	Plants
GCF_030122845.1	5.289572	4896	4709	50.0	Paenibacillus woosongensis	307580	Terrestrial
GCF_030323025.1	4.53034	4421	4124	41.5	Pseudanabaena mucicola str. Chao 1806	2942274	Aquatic
GCF_030505375.1	5.857139	5436	5171	61.0	Pseudomonas kielensis	2762577	Food production
GCF_030553095.1	5.114553	5034	4371	37.0	Zobellia laminariae	248906	Algae
GCF_030733865.1	5.91746	5786	5626	63.0	Shinella sumterensis	1967501	Terrestrial
GCF_031297465.1	2.390967	2348	2225	38.5	Staphylococcus rostri	522262	Mammals
GCF_032697525.1	5.283403	4474	4262	64.0	Xanthomonas hydrangeae	2775159	Plants
GCF_033956045.1	3.325071	3258	3160	64.0	Qipengyuania profunda	3113984	Aquatic
GCF_035918035.1	8.843894	7987	7465	71.0	Streptomyces hirsutus	35620	Terrestrial
GCF_036014075.1	9.00348	8123	7799	71.0	Streptomyces violaceus	1936	Terrestrial
GCF_036153515.1	4.711874	4397	4314	69.0	Williamsia herbipolensis	1603258	Plants
GCF_036250655.1	3.45932	2958	2873	53.0	Treponema saccharophilum	165	Mammals
GCF_036287475.1	9.116509	8472	8142	71.0	Streptomyces iakyrus	68219	Terrestrial
GCF_036320655.1	2.916423	2328	2227	41.5	Porphyromonas pogonae	867595	Mammals: Human
GCF_036492245.1	3.5166	3062	2994	38.0	Treponema bryantii	163	Mammals
GCF_036704165.1	6.340526	5675	5499	60.0	Pseudomonas khavaziana	2842351	Plants
GCF_036884255.1	6.534616	5841	5659	45.0	Paenibacillus tundrae	528187	Terrestrial
GCF_036898185.1	4.641436	4362	4196	41.0	Providencia huaxiensis	2027290	Mammals: Human
GCF_037327425.1	6.015441	5642	5450	63.0	Rhodococcus sovatensis	1805840	Aquatic
GCF_041081565.1	2.227898	2207	2058	39.5	Streptococcus hillyeri	2282420	Mammals
GCF_041504375.1	6.107156	5418	5206	67.0	Tistrella bauzanensis	657419	Terrestrial
GCF_043186315.1	2.422153	2323	2200	36.5	Staphylococcus massiliensis	555791	Mammals: Human
GCF_043187465.1	4.556413	3943	3852	37.5	Sphingobacterium cellulitidis	1768011	Mammals: Human
GCF_043589935.1	3.879522	3786	3660	65.5	Sphingobium naphthae	1886786	Aquatic
GCF_044597075.1	4.648576	3827	3747	39.0	Zobellia russellii	248907	Algae
GCF_044987285.1	6.00646	5299	5082	74.0	Streptomyces thermolineatus	44033	Wastewater
GCF_045037875.1	6.936857	6420	6204	60.0	Pseudomonas petroselini	2899822	Plants
