accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_taxId	organism_name	environment	gene_density
GCF_014529625.1	4.086264	3626	3523	49.5	2684113	Candidatus Pelagisphaera phototrophica		887.36
GCF_014896945.1	1.391311	1261	1204	40.5	2741701	Candidatus Bodocaedibacter vickermanii	Unclassified	906.34
GCF_016592595.1	1.542177	2069	1924	37.0	1235283	Abyssogena phaseoliformis symbiont OG214		1341.61
GCF_016592615.1	1.447997	1770	1537	37.0	1235284	Isorropodon fossajaponicum endosymbiont JTNG4		1222.38
GCF_016599755.1	2.523206	2398	2309	58.5	1979527	Corynebacterium kefirresidentii	Food production	950.38
GCF_016599815.1	1.894618	1979	1821	29.0	1287640	Anaerococcus obesiensis		1044.54
GCF_016647595.1	2.246389	2219	2072	36.0	227945	Lactobacillus ultunensis		987.81
GCF_017068355.1	1.995099	1969	1873	39.0	1151742	Lactococcus taiwanensis		986.92
GCF_017348895.1	4.132257	3905	3732	29.0	94869	Clostridium gasigenes	Mammals	945.0
GCF_017493175.3	8.753169	8263	7932	64.0	2748629	Bradyrhizobium quebecense	Plants	944.0
GCF_017894345.1	2.041763	2030	1832	34.0	508451	Lactobacillus taiwanensis		994.24
GCF_017901155.1	3.546315	3605	3492	50.0	2823902	Candidatus Thiothrix anitrata	Aquatic	1016.55
GCF_017948325.1	4.304299	3820	3730	65.5	358099	Brevibacterium oceani		887.48
GCF_018107685.1	1.003026	730	676	36.0	2749996	Coxiella endosymbiont of Amblyomma nuttalli	Arthropoda: Chelicerates	727.8
GCF_018304805.1	3.662232	3029	2951	62.5	2821542	Chloracidobacterium sp. MS 40/45	Aquatic	827.09
GCF_018304825.1	3.659143	3034	2945	60.0	2821543	Chloracidobacterium validum	Aquatic	829.16
GCF_018734325.1	3.673651	3380	3282	48.0	1173101	Methylomonas paludis	Aquatic	920.07
GCF_018968685.1	1.584374	1633	1551	27.5	2267891	Campylobacter novaezeelandiae	Unclassified	1030.69
GCF_019203205.1	4.991984	4359	4267	62.0	2847989	Geomonas subterranea	Terrestrial	873.2
GCF_019469265.1	2.188116	2083	1991	38.0	2012495	Lactobacillus panisapium	Arthropoda: Insects	951.96
GCF_019739075.1	6.607534	6350	6225	66.5	1802	Mycolicibacterium farcinogenes		961.02
GCF_019856495.1	3.344914	3510	3184	47.5	986075	Caldalkalibacillus thermarum TA2.A1	Aquatic	1049.35
GCF_020084865.1	2.816191	2631	2558	37.0	2820270	Candidatus Kaistella beijingensis	Wastewater	934.24
GCF_020149915.1	3.266086	2685	2621	42.0	2875962	Candidatus Sulfidibacterium hydrothermale	Aquatic	822.08
GCF_020342335.1	4.437416	4103	3966	55.0	1619313	Duffyella gerundensis		924.64
GCF_020447175.2	3.225757	3156	3074	45.0	2881052	Methylophaga pinxianii		978.37
GCF_020510565.1	4.150051	3994	3908	60.0	76259	Ferribacterium limneticum	Aquatic	962.4
GCF_020541225.1	1.369541	795	718	37.0	1076626	Candidatus Steffania adelgidicola	Unclassified	580.49
GCF_020541265.1	1.206213	633	567	22.5	1987921	Candidatus Profftia lariciata	Unclassified	524.78
GCF_020541305.1	1.240189	901	799	45.5	1177211	Candidatus Vallotiella adelgis	Unclassified	726.5
GCF_020541325.1	1.125782	804	705	42.5	2018052	Candidatus Vallotia laricis	Unclassified	714.17
GCF_020544465.1	5.33404	4883	4756	64.0	1778675	Chromobacterium rhizoryzae	Plants	915.44
GCF_020735545.1	5.108829	4635	4515	65.5	249058	Gordonia otitidis	Mammals: Human	907.25
GCF_020783315.1	3.455339	2916	2861	37.0	563172	Ferruginibacter lapsinanis		843.91
GCF_020783335.1	4.810254	4153	4075	48.0	398049	Mucilaginibacter daejeonensis		863.36
GCF_021183565.1	8.468804	7834	7666	68.0	209247	Nocardia yamanashiensis	Mammals: Human	925.04
GCF_021183645.1	8.118644	7442	7271	68.5	2749991	Nocardia gipuzkoensis	Mammals: Human	916.66
GCF_021183725.1	6.127734	5684	5161	66.5	2738409	Mycobacterium ostraviense		927.59
GCF_021654775.1	7.316152	6592	6375	48.0	116718	Paenibacillus azoreducens	Wastewater	901.02
GCF_022343725.1	2.123615	2269	2159	42.0	198483	Macrococcus brunensis		1068.46
GCF_022376295.1	5.451672	4561	4455	41.5	2761619	Nodularia sphaerocarpa UHCC 0038	Aquatic	836.62
GCF_022459015.1	2.062876	1855	1773	43.5	2697033	Aristophania vespae	Unclassified	899.23
GCF_022559585.1	2.708601	2553	2286	39.0	2893471	Bartonella machadoae		942.55
GCF_022637435.1	4.134248	3814	3706	66.0	2486855	Arthrobacter sulfonylureivorans	Terrestrial	922.54
GCF_022637515.1	5.28631	4887	4665	50.5	82989	Buttiauxella ferragutiae		924.46
GCF_022811605.1	3.810275	3635	3568	72.0	659012	Agromyces soli		954.0
GCF_022811645.1	6.124749	5179	5096	62.0	1705399	Hymenobacter monticola		845.59
GCF_022827545.1	6.328632	5076	4999	55.5	497967	Hymenobacter tibetensis	Terrestrial	802.07
GCF_022846515.1	3.598496	3383	3289	42.5	2839759	Enterococcus innesii		940.11
GCF_023008305.1	3.508661	3494	3383	54.5	169435	Anaerotruncus colihominis	Mammals: Human	995.82
GCF_023035795.1	1.579967	1650	1506	30.0	1293576	Borrelia nietonii YOR		1044.33
GCF_023221575.1	5.241294	4453	4360	62.0	2740185	Geomonas paludis		849.6
GCF_023347705.1	1.609887	1520	1445	34.5	938288	Fenollaria massiliensis		944.17
GCF_023515995.1	5.002371	5266	4474	65.5	2943498	Candidatus Mycobacterium methanotrophicum		1052.7
GCF_023573565.1	3.336758	3383	3284	69.0	1312364	Brevundimonas albigilva	Mammals: Human	1013.86
GCF_023920085.1	1.948309	1718	1615	39.0	33046	Bartonella taylorii		881.79
GCF_023921165.1	2.453534	2218	2166	42.5	2516559	Aquirufa antheringensis	Aquatic	904.0
GCF_024029595.1	1.457211	1464	1379	44.0	2940299	Fructilactobacillus cliffordii		1004.66
GCF_024205945.1	2.182654	2343	2245	44.0	69967	Macrococcus equipercicus	Mammals	1073.46
GCF_024205965.1	2.480757	2671	2563	34.0	1902580	Macrococcus epidermidis	Mammals: Human	1076.69
GCF_024271895.1	5.74528	4741	4635	34.0	2704140	Flavobacterium bizetiae		825.2
GCF_024299005.1	1.23687	993	937	27.0	89586	Neoehrlichia mikurensis	Mammals: Human	802.83
GCF_024499525.1	5.972859	5012	4914	34.0	2654843	Flavobacterium panici		839.13
GCF_024584745.1	5.833376	5348	5102	38.5	747523	Dolichospermum heterosporum TAC447		916.79
GCF_024638035.1	5.610911	4888	4761	33.5	1114867	Flavobacterium plurextorum	Fish	871.16
GCF_024722315.1	3.785974	3408	3238	34.0	2562892	Myroides albus	Arthropoda: Insects	900.16
GCF_025139665.1	4.602657	4422	4317	63.5	506591	Leisingera caerulea	Aquatic	960.75
GCF_025200885.1	9.61405	8948	8673	64.0	990078	Bradyrhizobium huanghuaihaiense		930.72
GCF_025273655.1	1.081308	1175	1125	50.5	2665156	Candidatus Mycosynbacter amalyticus		1086.65
GCF_025452235.1	4.71547	4663	4536	62.0	191302	Devosia neptuniae		988.87
GCF_025583665.1	3.69201	3488	3419	71.0	582680	Microbacterium azadirachtae		944.74
GCF_025725725.1	3.256418	3011	2905	72.5	1652028	Brachybacterium huguangmaarense	Aquatic	924.64
GCF_025985205.1	2.807142	2875	2741	44.0	476	Moraxella bovis		1024.17
GCF_026000115.1	7.793157	5998	5903	36.0	2864201	Aureispira anguillae		769.65
GCF_026650945.1	5.450588	5136	4911	31.0	360422	Clostridium tagluense	Terrestrial	942.28
GCF_026723765.1	4.516221	4177	4060	42.5	29375	Lacrimispora xylanolytica	Solid waste	924.89
GCF_027558435.1	4.076412	3554	3459	56.5	2718620	Desulfovibrio subterraneus	Aquatic	871.85
GCF_027925085.1	1.195152	1139	1060	28.5	2518322	Candidatus Borrelia fainii	Mammals: Human	953.02
GCF_028607025.1	1.990713	2021	1902	40.5	2742601	Limosilactobacillus portuensis	Mammals: Human	1015.21
GCF_028622095.1	3.874407	3666	3584	69.0	328692	Deinococcus aquaticus		946.21
GCF_028771845.1	6.983959	6288	6080	46.0	3026433	Paenibacillus marchantiae		900.35
GCF_029690045.1	6.325785	5739	5593	62.5	2751478	Janthinobacterium rivuli		907.24
GCF_029714345.1	8.976199	8337	8136	64.0	1419277	Bradyrhizobium brasilense		928.79
GCF_029889745.1	2.382213	2193	2040	39.5	762833	Ligilactobacillus faecis	Mammals	920.57
GCF_029919255.1	3.072807	2085	1947	34.5	3034674	cyanobacterium endosymbiont of Epithemia clementina EcSB		678.53
GCF_029981845.1	1.584328	1531	1461	30.5	2570586	Candidatus Bandiella numerosa	Aquatic	966.34
GCF_029982035.1	2.000552	2097	1929	34.0	988779	Candidatus Megaera polyxenophila		1048.21
GCF_030227225.2	2.537705	2423	2275	59.0	3050197	Corynebacterium rhinophilum	Mammals: Human	954.8
GCF_030252325.1	5.102433	4936	4821	67.0	3027808	Candidatus Mycobacterium wuenschmannii		967.38
GCF_030285945.1	5.218944	5415	4968	35.5	2819290	Bacillus arachidis	Plants	1037.57
GCF_030296695.1	3.613806	3505	3217	72.0	1858653	Agromyces mangrovi	Plants	969.89
GCF_030376725.1	2.157095	2279	2183	44.5	69968	Macrococcus bovicus	Mammals	1056.51
GCF_030406165.1	4.73029	4551	4388	55.5	2996112	Enterobacter pseudoroggenkampii	Plants	962.1
GCF_030414215.1	3.567837	3591	3368	52.5	213419	Geobacillus zalihae	Built environment	1006.49
GCF_030419005.1	7.032382	5929	5750	69.0	1597781	Eleftheria terrae	Terrestrial	843.1
GCF_030436445.2	1.393918	1412	1311	28.0	88916	Borreliella spielmanii	Arthropoda: Chelicerates	1012.97
GCF_030438115.2	1.444705	1520	1391	28.5	34095	Borreliella japonica		1052.12
GCF_030438365.2	1.17734	1151	1067	28.5	498741	Borreliella finlandensis	Arthropoda: Chelicerates	977.63
GCF_030438475.2	1.313581	1358	1232	28.0	373543	Borreliella californiensis	Lab culture	1033.82
GCF_030439725.2	1.306049	1308	1215	28.5	56146	Borreliella tanukii		1001.49
GCF_030486685.2	2.512499	2181	2095	57.0	2804917	Corynebacterium pseudokroppenstedtii	Mammals: Human	868.06
GCF_030517105.1	2.839612	2733	2607	37.5	505341	Gallibacterium salpingitidis		962.46
GCF_030534335.1	4.373458	3750	3675	36.0	2010992	Marivirga harenae		857.45
GCF_030758635.1	2.447942	2219	2125	35.0	1970738	Gilliamella apis	Arthropoda: Insects	906.48
GCF_031199375.1	6.155634	5423	5156	70.0	1003114	Lysobacter yananisis	Terrestrial	880.98
GCF_031843265.2	2.848613	2875	2764	38.5	2713501	Listeria swaminathanii	Terrestrial	1009.26
GCF_032595855.2	1.322951	1354	1260	28.5	478174	Borreliella carolinensis		1023.47
GCF_032595975.2	1.241292	1254	1116	28.0	42109	Borreliella andersonii		1010.24
GCF_032923285.1	4.140784	3499	3370	62.5	1055104	Cobetia amphilecti		845.01
GCF_033042785.2	5.324286	4480	4314	44.0	2763023	Bacteroides hominis	Mammals: Human	841.43
GCF_033106145.1	2.548098	2319	2240	69.0	521392	Helcobacillus massiliensis		910.09
GCF_033880585.1	3.960254	3972	3811	38.5	1470088	Lysinibacillus louembei	Plants	1002.97
GCF_034262375.1	7.552305	6381	6299	42.0	1173583	Mucilaginibacter sabulilitoris	Plants	844.91
GCF_034359465.1	1.225299	1521	1396	36.0	1664265	Candidatus Bandiella euplotis		1241.33
GCF_034371605.1	4.222525	4173	4044	67.5	1492771	Limimaricola variabilis	Aquatic	988.27
GCF_034424565.1	2.187333	1993	1905	45.0	90239	Moraxella canis		911.16
GCF_034555895.2	6.268691	5862	5636	68.0	761804	Mycobacterium europaeum	Mammals: Human	935.12
GCF_035231185.1	3.35676	3271	3201	69.5	1816425	Microbacterium plantarum		974.45
GCF_035835995.1	4.821649	4606	4431	56.0	2529381	Enterobacter wuhouensis	Mammals: Human	955.27
GCF_035917475.1	11.975494	11110	10894	71.0	1291556	Nonomuraea fuscirosea		927.73
GCF_035918135.1	9.855591	8938	8626	72.0	235986	Actinacidiphila glaucinigra		906.9
GCF_035920485.1	9.637852	9071	8918	70.5	2047744	Nonomuraea glycinis		941.18
GCF_036184225.1	6.864289	6305	6140	73.5	1894969	Micromonospora globbae	Plants	918.52
GCF_036240075.1	7.532608	6658	6458	71.0	1464011	[Kitasatospora] papulosa		883.89
GCF_036243155.1	9.736445	8201	7935	73.5	68217	Kitasatospora herbaricolor		842.3
GCF_036322735.1	3.542454	3338	3207	45.5	264739	Marinomonas pontica		942.28
GCF_036492835.1	7.397925	5544	5397	47.0	1182444	Fulvitalea axinellae		749.4
GCF_037055245.1	3.481608	3394	3321	67.5	657642	Brevundimonas olei		974.84
GCF_037076345.1	5.677198	4344	4260	63.0	490095	Haloferula helveola		765.17
GCF_037076535.1	3.986061	3781	3695	65.5	2728851	Novosphingobium olei	Terrestrial	948.56
GCF_037081795.1	9.468182	8684	8521	72.5	46163	Actinomadura luteofluorescens	Terrestrial	917.18
GCF_037201985.1	2.202203	2003	1915	42.5	90241	Lwoffella lincolnii		909.54
GCF_037478035.1	3.610257	3229	2883	61.0	417203	Mycetohabitans endofungorum	Fungi	894.4
GCF_037478055.1	3.471072	3132	2831	61.0	412963	Mycetohabitans rhizoxinica		902.31
GCF_037478105.1	5.532155	4745	4667	33.5	687844	Flavobacterium ginsenosidimutans		857.71
GCF_037482245.1	5.19417	4900	4726	52.0	1914243	Citrobacter europaeus	Mammals: Human	943.37
GCF_037619525.1	6.549044	6100	5995	67.5	2069367	Achromobacter veterisilvae	Terrestrial	931.43
GCF_037850265.1	2.752657	2576	2486	61.0	2913502	Corynebacterium hesseae	Mammals: Human	935.82
GCF_038398625.1	5.392635	5409	5207	41.5	3051614	Cytobacillus pseudoceanisediminis		1003.03
GCF_038784545.1	4.477497	4178	4088	57.0	254719	Marinobacter alkaliphilus		933.11
GCF_039555295.1	2.090509	2124	2043	38.5	287948	Helicobacter mastomyrinus	Mammals	1016.02
GCF_039654155.1	4.600239	4458	4240	35.0	1714840	Lysinibacillus telephonicus		969.08
GCF_039848545.1	7.705355	6938	6677	67.5	1503054	Burkholderia stagnalis	Aquatic	900.41
GCF_039865415.1	3.160886	3058	2858	43.5	3151487	Acinetobacter thermotolerans		967.45
GCF_040267745.1	3.52138	3356	3162	46.5	2824910	Heyndrickxia faecalis	Mammals: Human	953.04
GCF_040364225.1	1.891834	1846	1755	30.5	1755241	Anaerococcus nagyae	Mammals: Human	975.77
GCF_040429585.1	5.765145	5525	5261	50.5	1691903	Mangrovibacter phragmitis	Plants	958.35
GCF_040687735.1	5.355594	4652	4533	69.0	1792846	Lysobacter firmicutimachus	Terrestrial	868.62
GCF_040688005.1	2.453154	2425	2333	34.5	1903258	Companilactobacillus musae		988.52
GCF_040834095.1	4.468255	4202	4077	56.0	2797505	Enterobacter vonholyi	Food production	940.41
GCF_040930405.1	5.196902	4946	4749	55.0	2725494	Kluyvera sichuanensis		951.72
GCF_041227765.1	4.933271	4597	4435	42.5	293552	Marinomonas polaris		931.84
GCF_041320245.1	5.773871	5672	5410	51.0	2894201	Citrobacter meridianamericanus	Terrestrial	982.36
GCF_041380175.1	2.403676	1884	1807	68.5	3231492	Buchananella felis		783.8
GCF_041735015.1	1.461042	1537	1406	31.0	2691918	Campylobacter bilis	Birds	1051.99
GCF_041898185.1	2.834287	2799	2518	54.0	2014537	Corynebacterium belfantii	Mammals: Human	987.55
GCF_042140075.1	4.52224	4196	4101	64.0	2571148	Chitiniphilus eburneus	Terrestrial	927.86
GCF_042182265.1	3.438997	2958	2808	31.0	2906077	Flavobacterium davisii		860.13
GCF_042232855.1	5.719356	5294	5090	62.5	2822138	Metapseudomonas boanensis	Aquatic	925.63
GCF_042751225.1	9.073345	8365	8086	71.5	46173	Nonomuraea fastidiosa	Aquatic	921.93
GCF_042850985.1	2.661126	2790	2697	32.0	1776392	Massilimicrobiota timonensis	Birds	1048.43
GCF_042852765.1	3.271904	3045	2915	45.5	342942	Mediterraneibacter glycyrrhizinilyticus	Mammals: Human	930.65
GCF_042997415.1	1.711925	1575	1482	34.5	2508708	Lactobacillus mulieris	Mammals: Human	920.02
GCF_043162025.1	3.342464	3107	3007	72.0	2663847	Arsenicicoccus cauae	Mammals: Human	929.55
GCF_043182735.1	2.700316	2824	2695	42.5	1441723	Chryseomicrobium aureum		1045.8
GCF_043187445.1	2.69887	2290	2213	36.0	1848903	Capnocytophaga canis		848.5
GCF_043995075.1	3.885945	3622	3460	60.5	1932662	Komagataeibacter diospyri		932.08
GCF_044051715.1	2.687392	2460	2360	49.0	357278	Levilactobacillus parabrevis	Plants	915.39
GCF_044053885.1	3.063904	2776	2672	50.5	3242689	Levilactobacillus lettrarii		906.03
GCF_044054575.1	1.649562	1686	1585	37.0	3242688	Fructilactobacillus frigidiflavus		1022.09
GCF_044360475.1	13.217192	10934	10720	67.5	83450	Archangium minus		827.26
GCF_044790165.1	4.585773	4658	4482	37.0	859143	Cytobacillus kochii		1015.75
GCF_044790185.1	3.737631	3846	3714	39.5	481353	Oceanobacillus kapialis		1028.99
GCF_044803185.1	5.701365	5461	5166	40.0	1643336	Mesobacillus maritimus		957.84
GCF_044872765.1	2.608523	2431	2315	73.0	86171	Micrococcus antarcticus		931.95
GCF_045057155.1	4.631282	4320	4204	57.5	262076	Marinobacter flavimaris	Aquatic	932.79
GCF_045277155.1	1.953652	1718	1605	39.5	3004109	Bartonella gliris		879.38
GCF_045346035.1	3.358709	3187	2898	38.0	1247023	Candidatus Arsenophonus nilaparvatae		948.88
GCF_045348165.1	5.360377	4439	4347	34.0	2903098	Flavobacterium soyae	Plants	828.11
GCF_045677275.1	4.797088	4247	3952	53.5	3061286	Dickeya ananatis		885.33
GCF_045801155.1	2.170838	2242	2123	39.0	2766470	Leuconostoc falkenbergense		1032.78
GCF_045862825.1	3.123493	2953	2832	43.5	3069269	Lactiplantibacillus brownii	Food production	945.42
GCF_046127635.1	3.945933	3665	3467	27.5	3350403	Clostridium caseinilyticum		928.8
GCF_046245125.1	2.102653	1829	1690	39.0	1461000	Bartonella heixiaziensis	Mammals	869.85
GCF_046622605.1	6.466041	6472	6186	49.5	54910	Brevibacillus centrosporus		1000.92
GCF_046774955.1	4.736658	4520	4408	68.0	367282	Deinococcus yunweiensis	Lab synthesis	954.26
GCF_047275885.1	6.477821	5603	5415	38.5	3392114	Anabaena azotica SJ-1		864.95
GCF_047300955.1	7.22472	5487	5376	57.5	2724528	Crateriforma spongiae	Porifera	759.48
GCF_047324295.1	1.548529	1541	1450	35.5	1249630	Fructilactobacillus vespulae	Arthropoda: Insects	995.14
GCF_047325105.1	7.289204	6416	6255	66.0	2683234	Massilia cellulosiltytica	Terrestrial	880.21
GCF_047426745.1	2.369821	2499	2412	34.5	3395462	Macrococcus equi		1054.51
GCF_047495515.1	3.441347	3234	3165	65.0	172371	Alloalcanivorax venustensis		939.75
GCF_047839125.1	2.473929	2343	2238	55.5	494	Bergeriella denitrificans	Mammals: Human	947.08
GCF_047943045.1	2.615611	2586	2457	40.5	2586909	Agrilactobacillus fermenti		988.68
GCF_048319815.1	5.603341	4402	4223	42.0	2763021	Bacteroides difficilis		785.6
GCF_048320235.1	2.352861	2335	2266	27.0	2011099	Aliarcobacter vitoriensis	Unclassified	992.41
GCF_048457885.1	3.516616	3267	3167	61.5	1522174	Glutamicibacter endophyticus	Plants	929.02
GCF_048565265.1	8.536486	7756	7572	66.5	3143496	Burkholderia theae	Terrestrial	908.57
GCF_048627025.1	8.909914	8331	8129	65.5	2015348	Burkholderia aenigmatica	Mammals: Human	935.03
GCF_049177115.1	3.158175	3014	2935	71.0	3140248	Microbacterium phosphatis		954.35
GCF_050039175.1	10.528435	8467	8309	70.0	3115646	Myxococcus faecalis	Mammals: Human	804.2
GCF_050154705.1	6.509358	6055	5937	71.5	2231721	Muricoccus radiodurans	Terrestrial	930.2
GCF_050219315.1	2.90422	2810	2724	40.5	349094	Megasphaera sueciensis	Food production	967.56
GCF_050267035.1	2.255665	2315	2236	55.5	1454753	Candidatus Caldatribacterium saccharofermentans		1026.3
GCF_050500235.1	4.917921	4795	4419	42.5	3422496	Microcystis protocystis FBCC-A270		975.01
GCF_050500245.1	4.91625	4775	4405	42.5	3422495	Microcystis ichthyoblabe FBCC-A1114		971.27
GCF_050916355.1	3.796557	3681	3590	63.0	3051218	Jeongeupia wiesaeckerbachi		969.56
GCF_050920675.1	5.223956	4688	4515	66.0	1551649	Novosphingobium rhizosphaerae	Plants	897.4
GCF_051136265.1	4.560381	4280	4142	54.5	1947037	Candidatus Pantoea rara		938.52
GCF_900066015.1	5.033966	4381	4297	64.5	1806508	Candidatus Promineifilum breve		870.29
GCF_900089455.2	4.848101	4452	4373	67.5	1851544	Orrella dioscoreae		918.3
GCF_900157305.1	2.96566	2719	2649	48.5	1236046	Mesotoga infera	Wastewater	916.83
GCF_900169565.1	4.084817	3799	3717	59.0	1325564	Nitrospira japonica	Wastewater	930.03
GCF_900638385.1	1.837244	1715	1610	37.5	51161	Actinobacillus delphinicola		933.46
GCF_900638485.1	1.420261	1365	1305	35.0	45498	Helicobacter cholecystus	Mammals	961.09
GCF_900683625.1	3.685675	3462	3360	35.5	1141221	Chryseobacterium taihuense		939.31
GCF_900698925.1	1.112955	676	615	30.5	1922217	Candidatus Erwinia haradaeae	Arthropoda: Insects	607.39
GCF_901538265.1	10.135216	8560	8345	64.0	1210884	Gemmata massiliana	Aquatic	844.58
GCF_902729405.1	4.520225	4077	3893	53.5	1561005	Acididesulfobacillus acetoxydans		901.95
GCF_902810445.1	1.811369	1760	1692	37.0	553981	Candidatus Nitrosacidococcus tergens		971.64
GCF_904848675.1	1.225795	698	637	32.0	1177216	Candidatus Profftia tarda		569.43
GCF_907163105.1	2.718917	2546	2475	33.0	2004710	Cloacibacterium caeni		936.4
GCF_910589745.1	2.034069	1892	1833	34.0	2820661	Candidatus Arcticimaribacter forsetii		930.16
GCF_910593725.1	1.196295	832	742	42.5	1177213	Candidatus Vallotiella hemipterorum		695.48
GCF_914590485.1	4.005136	3692	3516	43.5	412034	Celerinatantimonas diazotrophica	Plants	921.82
GCF_918378365.1	3.301051	3114	2961	49.5	453162	Candidatus Nitrotoga arctica	Terrestrial	943.34
GCF_936981045.1	1.137202	1104	820	36.5	931101	Cardinium endosymbiont of Oedothorax gibbosus		970.8
GCF_946888465.1	1.463863	1425	1341	34.5	1218495	Apilactobacillus apinorum	Unclassified	973.45
GCF_946903285.1	5.55453	4478	4364	35.5	1114861	Flavobacterium collinsii		806.19
GCF_949769195.1	4.895372	4362	4226	57.0	73780	Methylocaldum szegediense		891.05
GCF_961514395.1	4.1055	4112	3881	56.0	927786	Brevibacillus aydinogluensis	Aquatic	1001.58
GCF_963243495.1	3.063594	2952	2841	45.5	942150	Lactiplantibacillus xiangfangensis	Food production	963.57
GCF_964019585.1	1.47481	1414	1271	32.5	3077948	Candidatus Mesenet endosymbiont of Agriotes lineatus		958.77
GCF_964019775.1	2.038738	2046	1867	40.5	3077954	Candidatus Williamhamiltonella endosymbiont of Tuberolachnus salignus		1003.56
GCF_964019805.1	1.592871	1369	1301	35.0	3066224	Candidatus Lariskella endosymbiont of Epinotia ramella		859.45
GCF_964020025.1	1.374024	1378	1028	36.5	3066216	Cardinium endosymbiont of Tipula unca		1002.89
